role,target,fold,historical_path,actual_path,historical_sha256,current_sha256,historical_hash_matches,line_ending_conversion_matches_historical_hash,features,rounds,predicted_rows
cv,R_t_target_t06h,1,versions/v1.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold1.txt,57e08a987e291f38af9e07b419cc2e4f748cdafe45362d4a58a6d21680b95dc9,e0e9e8a505f7ef6c2da009ba8f32dcffa9a4e1a3412b552d4ec569b1dfe62913,False,False,163,140,6486
cv,R_t_target_t06h,2,versions/v1.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold2.txt,b81fdda200bf0611e44a5160229af7f46b75e5b2f4ab60121efde71d5265c19b,9e76bb3fc99ac270fcd4068c04ae06db0e01ba1801b36c0848d54f00b64f53f7,False,False,163,203,6624
cv,R_t_target_t06h,3,versions/v1.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold3.txt,78a7c146138c73b0773c6007240443089e2ea9b11c07c0fd586116a8cfce3d6e,a1a5abda9573bc428db05c240c541afe07ebafe3a4f2c574b07ef561a7dedc93,False,False,163,54,6624
cv,R_t_target_t06h,4,versions/v1.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t06h_v1.8_balanced_v1_fold4.txt,af79a0cfc8dbe5a9c33cbc12ca89e177664b12affa2f34cade11b5778ac9aa65,10bfeec3e3d3fb7c6131589caf3e5d251fa1f0fea55a13feeffcee8ee2fbc944,False,False,163,330,6624
final,R_t_target_t06h,-1,versions/v1.8/models/final/lgbm_R_t_t06h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_R_t_t06h_v1.8_balanced_v1_final.txt,ab905d057078fc91042f9b15f037125f094e84e652d2eaa657a5f47d52dfb523,5142b672c54a15c4986882a5d631b0d254b290303442b2d7e324242abf9d5a10,False,False,163,151,9072
cv,P_t_target_t24h,0,versions/v1.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold0.txt,743afb7b7003e520a5f225a77e79533148e52e406cd2a83dde362c3f999b7452,c0a95aba58fdfc41b3be552158de45512d8a5d698d6465aca97922b6675abe46,False,False,163,218,5760
cv,P_t_target_t24h,1,versions/v1.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold1.txt,b1eb15b1038e57048b9bf1948a6227a89dc3c41c08a8ca318ea91739694423b7,27ae97ddce4752f249e6a522f73f6f3f2df12a22f8f8b9e2792e90eaf1e611a6,False,False,163,12,5640
cv,P_t_target_t24h,2,versions/v1.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold2.txt,177fc736de12622e87fb80e35564241ca8f42a0c758b17a02f600e1336e8612f,884ccca1fb282eaf5dbdd0c9ef4896f93986e7075d9053fff335762c6c9cd809,False,False,163,303,5760
cv,P_t_target_t24h,3,versions/v1.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold3.txt,89f9f91314fc5699cc86cb6097baae52c65b0cbc75af95daef10c8be2c293896,aba08f328c45e781d39ff685c85ee54797de6f93672cfe3c4c3102cb0d43ee40,False,False,163,39,5760
cv,P_t_target_t24h,4,versions/v1.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t24h_v1.8_balanced_v1_fold4.txt,3007d67e62581a9582bf98837670e04876975bd919ebafad21523286fa5d2eda,c0bf68f4f3f7afddc8350f67c4e05d9dcf0ec5bb12d8db8e2cb4144491dfc591,False,False,163,331,5760
final,P_t_target_t24h,-1,versions/v1.8/models/final/lgbm_P_t_t24h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_P_t_t24h_v1.8_balanced_v1_final.txt,a5f444fd024682ea4fe04130fd8f318585d6dab8a6d312e73184b0fbbbf2e936,ef8ab9abdfe6eaeacb87247fc26ade73db54b4df969c07af999631208232286f,False,False,163,180,9072
cv,N_t_target_t24h,0,versions/v1.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold0.txt,34f9e20ee2152f19794091066b0d948c2fa87490423c66db5d1cfc56826b2c54,7d711fe13e5c5438b750cc7e036449d9d6c68aca04c0b0f0eb0f6bd73fae6473,False,False,163,21,5760
cv,N_t_target_t24h,1,versions/v1.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold1.txt,b2ae8e574e378c1f838a2f1f4d9156ec9e3c77bcdb4e4373de3ad7d8d62548ef,de15651a1db64d0ad43597268d25a2c2925ce15dd2f1741f46bd470edb6ca315,False,False,163,117,5640
cv,N_t_target_t24h,2,versions/v1.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold2.txt,d10181392bdb69944e45887bb56cf08b107ea71232d5d831a8ba11c6f0456958,263344dc3643a8f08d5fb76b725377b9c09afbb874ad43e7fb34ea894e3d2153,False,False,163,462,5760
cv,N_t_target_t24h,3,versions/v1.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold3.txt,e7fb6dc618112c70937f4129e9e78535aa630f17f8620b01d193b329d9f89540,6112e65c990233eb61276609d7d2b80de0845e5a598fbdeb458513ce2be02232,False,False,163,26,5760
cv,N_t_target_t24h,4,versions/v1.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t24h_v1.8_balanced_v1_fold4.txt,1761d3f5e6f47b72c6b4bd3443d86db675eabd086ca422d6c2f18964f060e24e,e8f22cf9b25bc34f6ac86c52c602e9c46016620f85a6754c00221f86686cb155,False,False,163,120,5760
final,N_t_target_t24h,-1,versions/v1.8/models/final/lgbm_N_t_t24h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_N_t_t24h_v1.8_balanced_v1_final.txt,9b330fa49453cdb0e23b88b5cb84fe9da5c08f214869b0862f4e769ca93b48e4,58ecdde1b55c9357a4e95f1208add88a2c7a26a6d5d5618fffa74008a9766cf8,False,False,163,149,9072
cv,D_t_target_t24h,0,versions/v1.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold0.txt,1fc66996ec8f6818fa0103c075132fac2442140041e606a881af546af145e85a,124cd4e6fa3a92a265314d8d33758fd392f0e991981a3be03557bdd400e954b3,False,False,163,142,5760
cv,D_t_target_t24h,1,versions/v1.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold1.txt,fa4b4389df6b41220a0d2ba63b910c1b5529fb08b79dcffd015a873c293afea3,9965488bfcb777b7f30885c2eef78fd23ec5a1785614ee1528970edcba68ea03,False,False,163,10,5640
cv,D_t_target_t24h,2,versions/v1.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold2.txt,bd1a4da3a7c4ed3671c1962276c87d3ac89db79f67d541bfc8ffd2eadb7c14ed,a55472cdd803fd87a4f1c7776c19ad257f15b354a2a81d851ff27facc66de929,False,False,163,358,5760
cv,D_t_target_t24h,3,versions/v1.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold3.txt,5e3e8050159f367a2d6bf5be2dbbb8061b28d447eb5189fc5652dc31090d53ae,9b5dcefeb88be51a30a09dbcb59c9e6dbebe9539ea626bcac5aa28fb6b3991ba,False,False,163,43,5760
cv,D_t_target_t24h,4,versions/v1.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t24h_v1.8_balanced_v1_fold4.txt,8798b4dc423227473b6fdef29b5eb3c97b92134fbc3bfd78c0d4528b17bc55d9,698825f7d4ec461de9eb27626352fbd8a98099cd389f39d95d605d6fa5e2083a,False,False,163,443,5760
final,D_t_target_t24h,-1,versions/v1.8/models/final/lgbm_D_t_t24h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_D_t_t24h_v1.8_balanced_v1_final.txt,901f62f31486e0f8f4b4b14e08d460c4d1d2101b71ad30f5f2e45abcd3e216a8,6afe3d59545638a1f0e1f9134c3ff32176c03e6fcbb5becb5eece20ab94d6ada,False,False,163,199,9072
cv,R_t_target_t24h,0,versions/v1.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold0.txt,888af2fbaafa83073045a4b27086c83e579c68e10b0d9259d6e8c214b58829ab,ffbd3072baef7beae89e0926071afabfc3d2047d4845de60f97be71114d493dc,False,False,163,20,5760
cv,R_t_target_t24h,1,versions/v1.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold1.txt,5906596509da7eeac1d820198b4b2275e82354a49133239ab3c7367b7d8367a2,81c9391055414e5dbb1d22f489eb3ad317c19f5c7b3d94a7f25f59b92b0e8aca,False,False,163,135,5640
cv,R_t_target_t24h,2,versions/v1.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold2.txt,bc157326cf6ddd03c463a2921e7a164791fbe60c2df76c17b8f575a373a4e5c4,ff4dc9e7d9e05730475377a10a05f09a30b1fde9005fe07c2524d073e606d7f7,False,False,163,161,5760
cv,R_t_target_t24h,3,versions/v1.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold3.txt,308eb3555665153bcdc3aba2f72f53dfab144c05e300df4c5125f9b6ef37d736,80a0ae1201b428d78fbbb523738c6f29d2f10fd9dda19ad9407906cbc677e08b,False,False,163,13,5760
cv,R_t_target_t24h,4,versions/v1.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t24h_v1.8_balanced_v1_fold4.txt,e663cd8567e7f978bc98fd5190993e0ce4f7a47633d3213ecbabce217a7797c0,fd9bbf36183a52879174fb7f9d1a066fd94e3f157f24715c66fe95f3eb1cacf0,False,False,163,110,5760
final,R_t_target_t24h,-1,versions/v1.8/models/final/lgbm_R_t_t24h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_R_t_t24h_v1.8_balanced_v1_final.txt,14ae830f8e6734b008a4241f43720159d34166f54e866bb6dece7dc8f04d4da4,4e8680fd9c9acbf9f091196755482b0d9fad2c6de6c64d171034fc0579c0f0d1,False,False,163,87,9072
cv,P_t_target_t48h,0,versions/v1.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold0.txt,4760c7f6c0728411896851d63487e507f6fec726125f25e091658550fc3cec15,12a2958768adebefcc76bb65cf5ed441aa2da12823460458cde331cd4eaed485,False,False,163,310,4608
cv,P_t_target_t48h,1,versions/v1.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold1.txt,313f99bf4eda1041ebe41f22fd933c1c9857cff8dd5ccdc40459e69f709001b3,1b80330296d84af34bab25305bc0905fb9c38b08fee5d0ed3d217fdf607485d8,False,False,163,9,4512
cv,P_t_target_t48h,2,versions/v1.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold2.txt,43188d7ca3b3e8d622ba76c77e5e542e05dae84789e5f74a77cc7aee3e1d0e02,be86421be18fe85dd8d20037b2f87f74d0dbd9152bf79f7d92c21b487ec2e1bb,False,False,163,336,4608
cv,P_t_target_t48h,3,versions/v1.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold3.txt,448095d27b5ae10c5bda4d8f269a86cbd49164ba9b464035d660da9fbac0d43e,e49aac36557f9ab6acb5615d7f85d612be0f4f99d0a6a49da5798c9dd25082e2,False,False,163,27,4608
cv,P_t_target_t48h,4,versions/v1.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_P_t_t48h_v1.8_balanced_v1_fold4.txt,6710c9b6c22b5259071578cb168721ccd5e7cc0062c214b6430122d2ac8e0f49,1c5746ce3b4287f7b9fe8ca12ec82f11558bcd1e46d742c2bfeca893d61c3071,False,False,163,194,4608
final,P_t_target_t48h,-1,versions/v1.8/models/final/lgbm_P_t_t48h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_P_t_t48h_v1.8_balanced_v1_final.txt,8a2a1f63172d1af9babf27283a8e8062849787e6f6c588430c98886a06154abc,6d971b09aef710d26b9af69968dc73d37535d48ae8af1f0c5a473339934dc811,False,False,163,175,9072
cv,N_t_target_t48h,0,versions/v1.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold0.txt,3efea796687ed71baef5877202ed3c3870587d1ea804954412a18c838ef2182f,5533d330b5ce3e3a7ebf5057a07cb991e0b4cf4ad1befe7a2634d7eeb09cfc19,False,False,163,142,4608
cv,N_t_target_t48h,1,versions/v1.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold1.txt,c79d260b2389f6960056bd3cbf4e82a7b63d8a1820f877abce1fdf2e7ff9aed3,8dae289b920b83b5dde92970e3024d65cf857c1a96203e276c3c9d3a43a3178c,False,False,163,45,4512
cv,N_t_target_t48h,2,versions/v1.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold2.txt,7cd581108e1a78a96958e29c5a441b2adc84ab3ccd2d4ed92ae486c92529041e,b77a52e9e637c28cf6b57949b343ee09b12c465a65e6ae6351747d6e7dee4d02,False,False,163,480,4608
cv,N_t_target_t48h,3,versions/v1.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold3.txt,34717d0585b47bafd2968f035cb098c8e28168828a2b90eb10813c8dc15e9e3e,0e79515dba2fa673f4af68acbd32a0203b78770469637b743b83ea2f6bd4f83e,False,False,163,19,4608
cv,N_t_target_t48h,4,versions/v1.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_N_t_t48h_v1.8_balanced_v1_fold4.txt,8a01e6454e8d96e629154f1c1eb872633a0e9f436c09e5c36753e489e12da4c7,2887e612112ccf716c17e3104d27cf7a32c70e8992708fef3a757a01cb3f9bc3,False,False,163,79,4608
final,N_t_target_t48h,-1,versions/v1.8/models/final/lgbm_N_t_t48h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_N_t_t48h_v1.8_balanced_v1_final.txt,a92ab2d51f600f2978d92ffe148651a9161beae7f23f43bfcde3ba88d4be5952,cc0dd734e293fc9ce6a82ad2abcf045b26cb7ec6c464f4be5c8e894a10b49842,False,False,163,153,9072
cv,D_t_target_t48h,0,versions/v1.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold0.txt,9c39575725e37daad4ef038485054cd8d4ef68fc87cba077790f2eea02bc6697,be295ddffd45c90c7603a5dd96f896f2f0fa01dafc1274609b75720992d1f2e0,False,False,163,229,4608
cv,D_t_target_t48h,1,versions/v1.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold1.txt,7ceb40800419299bf65da880864adfb7e6ace5489a2e485c3d206c5c39fd4bea,771454c3fe371393988a4c277f4eacab90b739b853e47da7b8c23e45362c0248,False,False,163,15,4512
cv,D_t_target_t48h,2,versions/v1.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold2.txt,cb27a27986e2ef9e274ecb5b6c029246abd215505b7ba58325f2ab9097120c5d,24b742231bf75de44b83ee6ff6127412cdad38bd8ea57c6945a7e02de793a090,False,False,163,787,4608
cv,D_t_target_t48h,3,versions/v1.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold3.txt,6e88acdfd27598662efb233cb21f366513bbb381dd09a5d991df94759f42b109,0bdb440615aeface356238a21fa34847ff481b0f3af7289d2e7b971978521e7a,False,False,163,33,4608
cv,D_t_target_t48h,4,versions/v1.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_D_t_t48h_v1.8_balanced_v1_fold4.txt,5b8fce0b5fd9e154979ab4dee32547773ef597cf948bc5aa1e1e68830d6e8dac,c179de2c582c492e8b9d75751cbcd27f834ca54c647e98382f4d02c216fe98f2,False,False,163,180,4608
final,D_t_target_t48h,-1,versions/v1.8/models/final/lgbm_D_t_t48h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_D_t_t48h_v1.8_balanced_v1_final.txt,baa8b3d1a8e8296be00971131aa75c12549e36e28e5299fc81f8825ea1976a01,d0c0a46a383c3cfb9547f31f096d4b854a246ebeb19bff41aca32a491ced3881,False,False,163,248,9072
cv,R_t_target_t48h,0,versions/v1.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold0.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold0.txt,ea52925e4bebb242f5c60bff382106b07dc82708bdca52029fa17f2a7bdebd5f,4e5f0017c28d7a53c6f50f4bf370ef91ae7fae14bb97b546e7345e7681c98365,False,False,163,30,4608
cv,R_t_target_t48h,1,versions/v1.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold1.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold1.txt,ce3ed876336e454d742fdc6a2d09211c7dc43684dd87057a475d1981e7a61848,b93951cc28123404647e4a5730d6c6de2175b37aa28ea3fdd292372dc8bbf126,False,False,163,52,4512
cv,R_t_target_t48h,2,versions/v1.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold2.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold2.txt,89aaaa32f3a824256483dcddb1e2245952eec56370b941ebe4f3237eee2e49ea,b717a16b0a66e6e47f38c92b8ed0985229b50d9890c0de0d5a5e56012bc98c2b,False,False,163,123,4608
cv,R_t_target_t48h,3,versions/v1.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold3.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold3.txt,463c4d9b99fcfc381e87d0f6ddb0886f7ad833513db2e53d8ad1cd7219df3578,7f0e6eba6c224e42800ee1ea32a5efd51d0094c17e0816b8c12d3bf20f0ced21,False,False,163,23,4608
cv,R_t_target_t48h,4,versions/v1.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold4.txt,versions/xyy/v1.5.8/models/cv/lgbm_R_t_t48h_v1.8_balanced_v1_fold4.txt,afd05cf791851d27c837040623159493069b3bf38dca735da67e9aafa7311c1a,f04b41ebeeb43588966a0c39e4bf07c8c4c0e9d9c50073a09a8da9c0ed79db44,False,False,163,117,4608
final,R_t_target_t48h,-1,versions/v1.8/models/final/lgbm_R_t_t48h_v1.8_balanced_v1_final.txt,versions/xyy/v1.5.8/models/final/lgbm_R_t_t48h_v1.8_balanced_v1_final.txt,8cf44a6f4be9312f59d3773a06b2890e7bb6983d27b99103b9a21acbea597f1f,79c6ed194dcbafb48d25537a951e537721b0d362f2b102aa4ae3b5df74650406,False,False,163,69,9072
