fipsCode,complete_windows,N_max_abs_difference,R_max_abs_difference,net_max_abs_difference,customers_min,customers_max,denominator_change_hours,N_min,N_max,R_min,R_max,N_and_R_positive_hours,formula_unavailable_hours
42067,213,6.8697585938985045e-09,1.0304637890842675e-08,1.0304637890842675e-08,24882.0,24882.0,0,0.0,0.002987434,0.0,0.002840072,16,"0,1,215"
42069,213,4.806596295595672e-08,4.861767775465756e-08,7.458469627667872e-08,142767.0,142767.0,0,0.0,0.002465556,0.0,0.001972912,62,"0,1,215"
42075,213,2.930283391298493e-08,3.6372550521835756e-08,4.3442267130395205e-08,65265.0,65269.0,2,0.0,0.013850373,0.0,0.012992385,54,"0,1,215"
42077,213,4.6998776854545644e-08,4.6998776854545644e-08,8.659136323067741e-08,184497.0,184498.0,1,0.0,0.022153808,0.0,0.008431889,76,"0,1,215"
42079,213,4.6411172152545095e-08,4.8171844425391546e-08,7.529940542948065e-08,212242.0,212254.0,1,0.0,0.002368232,0.0,0.002358809,87,"0,1,215"
42081,213,4.9953151981183e-08,4.779349703037906e-08,9.126768415917736e-08,86094.0,86094.0,0,0.0,0.004750621,0.0,0.002849599,63,"0,1,215"
42083,213,4.120615460821773e-08,4.120615460821773e-08,7.939692269357608e-08,21534.0,21534.0,0,0.0,0.031841119,0.0,0.031624408,54,"0,1,215"
42085,213,4.991936675250438e-08,4.99193667565515e-08,7.52015831100559e-08,51824.0,51881.0,2,0.0,0.022795757,0.0,0.011687002,91,"0,1,215"
42089,213,3.593055232978955e-08,4.848613369147199e-08,4.869086496554721e-08,99029.0,99029.0,0,0.0,0.011582466,0.0,0.00731099,62,"0,1,215"
42091,213,4.935566027664646e-08,4.929923289258666e-08,7.719876164769045e-08,349712.0,349712.0,0,0.0,0.014021061,0.0,0.003427582,121,"0,1,215"
42095,213,4.902128197830811e-08,4.868081248881966e-08,8.365957267389267e-08,158112.0,158115.0,1,0.0,0.021663557,0.0,0.011731967,84,"0,1,215"
42097,213,4.070125254626529e-08,4.070125254626529e-08,4.070125254626529e-08,84601.0,84601.0,0,0.0,0.002557101,0.0,0.002557101,30,"0,1,215"
42101,213,4.969144887643942e-08,4.869526885086264e-08,8.968851006636524e-08,696427.0,696427.0,0,0.0,0.000518839,0.0,0.000436514,150,"0,1,215"
42103,213,4.8087548315192555e-08,4.8087548315192555e-08,4.8087548315192555e-08,42171.0,42171.0,0,0.0,0.01459929,0.0,0.007366832,63,"0,1,215"
42109,213,4.879921581440235e-08,4.2667320154664474e-08,7.439960790720239e-08,30605.0,30605.0,0,0.0,0.028099984,0.0,0.027958395,30,"0,1,215"
42113,213,4.41030186635138e-08,3.682914820284626e-08,6.31708517977186e-08,6768.0,6770.0,4,0.0,0.01467291,0.0,0.01521418,16,"0,1,215"
42115,213,4.759759759759513e-08,4.759759759759513e-08,9.1441441441435e-08,28415.0,28416.0,1,0.0,0.021208709,0.0,0.021208709,52,"0,1,215"
42119,213,4.740814071937836e-08,4.6790622937648734e-08,4.753135626051324e-08,23233.0,23234.0,2,0.0,0.002453301,0.0,0.001621187,12,"0,1,215"
42121,213,4.129922584988319e-08,4.129922584988319e-08,8.043307528329432e-08,29706.0,29711.0,3,0.0,0.076508802,0.0,0.056469981,94,"0,1,215"
42125,213,4.963475375235127e-08,4.940160304505527e-08,4.9933511449446536e-08,109284.0,109292.0,2,0.0,0.075239202,0.0,0.013236711,119,"0,1,215"
42127,213,4.2282061990447104e-08,4.2282061990447104e-08,7.31538140287923e-08,55073.0,55073.0,0,0.0,0.014550385,0.0,0.0064702,67,"0,1,215"
42129,213,4.594371285665865e-08,4.696811268044114e-08,8.514071785723084e-08,188401.0,188403.0,1,0.0,0.046186945,0.0,0.011153515,120,"0,1,215"
42131,213,3.9712586882069975e-08,3.971258689132635e-08,6.507185328642322e-08,19228.0,19229.0,2,0.0,0.101808033,0.0,0.098618406,36,"0,1,215"
42133,213,4.9044391989642446e-08,4.9598421287243706e-08,8.633467854515287e-08,210128.0,210129.0,1,0.0,0.002122506,0.0,0.001741795,109,"0,1,215"
54007,213,3.3995890468396653e-08,3.3995890468396653e-08,6.600410953160578e-08,7949.0,7949.0,0,0.0,0.039501824,0.0,0.040424372,67,"0,1,215"
54009,213,3.75265301439748e-08,4.3710204784033454e-08,4.376326507198123e-08,11622.0,11622.0,0,0.0,0.086473929,0.0,0.045172948,46,"0,1,215"
54013,213,4.733581164808264e-08,4.733581164808264e-08,4.733581164808264e-08,4300.0,4305.0,2,0.0,0.106233062,0.0,0.058072009,57,"0,1,215"
54015,213,4.407072013799926e-08,4.407072013799926e-08,4.4261750755877904e-08,3865.0,3867.0,2,0.0,0.094843939,0.0,0.061836999,52,"0,1,215"
54019,213,4.5969421143434016e-08,4.5969421143434016e-08,7.298471057171653e-08,22407.0,22430.0,6,0.0,0.014091416,0.0,0.014195466,56,"0,1,215"
54023,213,4.833454310831399e-08,4.833454310831399e-08,7.416727155415821e-08,8266.0,8266.0,0,0.0,0.041092024,0.0,0.043471248,23,"0,1,215"
54025,213,4.5776384898879347e-08,4.452427607228466e-08,8.515857464257647e-08,22955.0,22974.0,7,0.0,0.000783801,0.0,0.000783801,39,"0,1,215"
54027,213,4.4995518374660076e-08,4.4995518374660076e-08,6.333034558339665e-08,16735.0,16742.0,1,0.0,0.006291562,0.0,0.004101461,26,"0,1,215"
54029,213,4.242197563800935e-08,4.242197564726573e-08,4.248801062931365e-08,16041.0,16042.0,1,0.0,0.09598321,0.0,0.0586793,36,"0,1,215"
54031,213,4.6531948018937704e-08,4.6531948018937704e-08,4.6754805706726577e-08,10462.0,10491.0,1,0.0,0.004237558,0.0,0.006372268,17,"0,1,215"
54033,213,4.4070809300969884e-08,4.853950721404681e-08,4.853950721404681e-08,36754.0,36757.0,3,0.0,0.014863786,0.0,0.015008887,57,"0,1,215"
54035,213,4.5169541817573515e-08,4.5169541817573515e-08,4.566091636946088e-08,16239.0,16289.0,7,0.0,0.056174245,0.0,0.032506819,52,"0,1,215"
54037,213,4.928177754632605e-08,4.928177754632605e-08,5.389537847481998e-08,30724.0,30733.0,1,0.0,0.010813566,0.0,0.010813566,30,"0,1,215"
54039,213,4.760890708361697e-08,4.938373956777666e-08,7.165258682567612e-08,96496.0,96662.0,8,0.0,0.007664303,0.0,0.004417068,112,"0,1,215"
54041,213,3.983902082086186e-08,3.983902082086186e-08,6.348002528024272e-08,10021.0,10022.0,1,0.0,0.070544801,0.0,0.070544801,57,"0,1,215"
54043,213,4.0895842920698404e-08,4.0895842920698404e-08,4.0895842920698404e-08,10856.0,10867.0,8,0.0,0.032732069,0.0,0.015583778,58,"0,1,215"
54045,213,4.228829565588641e-08,4.3084681737641474e-08,4.308468173535787e-08,17119.0,17134.0,7,0.0,0.023409224,0.0,0.02409029,55,"0,1,215"
54047,213,2.987029958509337e-08,4.1336989163077726e-08,4.149903676860939e-08,10194.0,10221.0,7,0.0,0.016862745,0.0,0.017026144,38,"0,1,215"
54053,213,4.731519985457422e-08,4.421722335833458e-08,4.7739200581721356e-08,14658.0,14670.0,7,0.0,0.012958669,0.0,0.014300005,41,"0,1,215"
54055,213,4.742384052728885e-08,4.096385542169109e-08,8.028771188571768e-08,33135.0,33217.0,8,0.0,0.010895215,0.0,0.010855055,62,"0,1,215"
54057,213,4.80882730305378e-08,4.80882730305378e-08,4.80882730305378e-08,15588.0,15589.0,1,0.0,0.003164828,0.0,0.004041311,24,"0,1,215"
54059,213,3.915877380588815e-08,4.740061162078913e-08,4.740061161616772e-08,13053.0,13092.0,8,0.0,0.032390418,0.0,0.032008155,56,"0,1,215"
54063,213,4.666029013230958e-08,4.666029013230958e-08,7.240829346092552e-08,8358.0,8364.0,8,0.0,0.003468485,0.0,0.003508352,12,"0,1,215"
54067,213,3.915487722721753e-08,4.112179933997732e-08,6.95774386159173e-08,14346.0,14349.0,4,0.0,0.01870049,0.0,0.019443864,60,"0,1,215"
54069,213,4.9927849927856676e-08,4.9927849925539194e-08,7.994227994228902e-08,23087.0,23124.0,7,0.0,0.041360215,0.0,0.021774892,65,"0,1,215"
54071,213,4.6297839249017714e-08,4.6297839249017714e-08,4.631944675937468e-08,5998.0,6001.0,1,0.0,0.046793376,0.0,0.046793376,17,"0,1,215"
54073,213,4.582812369757663e-08,4.582812369757663e-08,4.6296907558075057e-08,3999.0,3999.0,0,0.0,0.022672335,0.0,0.020671835,41,"0,1,215"
54075,213,4.9852269674985e-08,4.9852269674985e-08,5.1959205582397644e-08,9928.0,9936.0,1,0.0,0.007414117,0.0,0.007414117,16,"0,1,215"
54077,213,4.0269646975354696e-08,4.0269646975354696e-08,6.006741174383989e-08,18790.0,18790.0,0,0.0,0.014369345,0.0,0.013854887,42,"0,1,215"
54079,213,4.8422737829486695e-08,4.7344709128796264e-08,7.736589325547884e-08,29537.0,29595.0,8,0.0,0.003989721,0.0,0.003426201,78,"0,1,215"
54081,213,4.925659975191655e-08,4.8254666736507546e-08,6.439191432116426e-08,38153.0,38201.0,7,0.0,0.005763031,0.0,0.004000185,58,"0,1,215"
54083,213,3.2826918072816405e-08,4.87672110150518e-08,4.880819724624883e-08,16653.0,16656.0,1,0.0,0.014431834,0.0,0.014491883,30,"0,1,215"
54085,213,4.033177812337981e-08,4.033177812337981e-08,4.078486262344e-08,6430.0,6430.0,0,0.0,0.025142561,0.0,0.034888543,54,"0,1,215"
54087,213,4.9795415723181405e-08,4.4367733999922925e-08,5.001231478127602e-08,7631.0,8410.0,8,0.0,0.046462723,0.0,0.027344603,79,"0,1,215"
54089,213,4.079454978248747e-08,4.079454978248747e-08,4.0924402857842046e-08,8122.0,8129.0,6,0.0,0.009972913,0.0,0.010013954,17,"0,1,215"
54091,213,4.217485691731344e-08,4.217485691731344e-08,7.108742845865794e-08,8445.0,8445.0,0,0.0,0.082297217,0.0,0.081863035,26,"0,1,215"
54093,213,4.2313056539002144e-08,3.368195226601743e-08,4.2313056539002144e-08,6214.0,6215.0,1,0.0,0.010404934,0.0,0.012335747,10,"0,1,215"
54095,213,2.799070847967492e-08,2.7990708478516178e-08,2.827874564484585e-08,5739.0,5740.0,1,0.0,0.021718931,0.0,0.029849013,55,"0,1,215"
54097,213,4.3009346699588303e-08,4.274298997530043e-08,4.3018693399475344e-08,13764.0,13766.0,1,0.0,0.003220495,0.0,0.00353528,48,"0,1,215"
54099,213,4.82223619948757e-08,4.82223619995005e-08,7.588881900198521e-08,22174.0,22258.0,7,0.0,0.024303995,0.0,0.01784536,63,"0,1,215"
54101,213,4.4703497212363074e-08,4.4703497212363074e-08,4.4703497212363074e-08,15783.0,15792.0,2,0.0,0.025574421,0.0,0.02411725,56,"0,1,215"
54103,213,4.9201569486266757e-08,4.9201569486266757e-08,4.9201569486266757e-08,7306.0,7308.0,1,0.0,0.02062232,0.0,0.016652979,43,"0,1,215"
54105,213,4.858470637942084e-09,4.858470637942084e-09,5.1415293619849756e-09,3945.0,3945.0,0,0.0,0.016645543,0.0,0.019856358,19,"0,1,215"
54107,213,4.747706590747054e-08,4.747706590747054e-08,6.33659871151182e-08,45311.0,45324.0,1,0.0,0.005348223,0.0,0.004928899,66,"0,1,215"
54109,213,2.3847167325436185e-08,4.1327792618970965e-08,4.132779261883544e-08,10107.0,10134.0,6,0.0,0.051573571,0.0,0.051573571,38,"0,1,215"
