target_fips,neighbor_fips,rank,distance_km,weight,target_fold,neighbor_fold,neighbor_is_test,same_outer_fold
18115,18029,2,21.717110934444207,0.125,,1.0,False,False
18115,18137,3,30.83098719166562,0.125,,0.0,False,False
18115,18077,4,44.8803165893994,0.125,,2.0,False,False
18115,39061,5,45.53687888315062,0.125,,2.0,False,False
18115,18047,6,52.32114015695988,0.125,,4.0,False,False
18115,18079,7,57.55871140899104,0.125,,,True,False
18115,18031,8,60.942735349690594,0.125,,,True,False
18117,18025,1,27.999648785893008,0.125,4.0,2.0,False,False
18117,18101,2,32.51815465312085,0.125,4.0,4.0,False,True
18117,18093,3,33.30728959800508,0.125,4.0,1.0,False,False
18117,18175,4,34.500202961619365,0.125,4.0,4.0,False,True
18117,18037,5,38.88121770867058,0.125,4.0,3.0,False,False
18117,18061,6,51.03830057155181,0.125,4.0,3.0,False,False
18117,18123,7,52.874270064795205,0.125,4.0,3.0,False,False
18117,18027,8,53.21245491292859,0.125,4.0,2.0,False,False
18119,18021,1,25.516895504846282,0.125,,,True,False
18119,18105,2,31.926910858152095,0.125,,3.0,False,False
18119,18055,3,32.561834179380746,0.125,,,True,False
18119,18109,4,38.504289949905946,0.125,,2.0,False,False
18119,18133,5,39.3014718817059,0.125,,4.0,False,False
18119,18167,6,49.25425914994112,0.125,,3.0,False,False
18119,18013,7,54.11872536625167,0.125,,1.0,False,False
18119,18153,8,55.61436904011969,0.125,,3.0,False,False
18121,18165,1,23.748700833277145,0.125,1.0,4.0,False,False
18121,18133,2,33.12485833216101,0.125,1.0,4.0,False,False
18121,18045,3,38.73710866594265,0.125,1.0,3.0,False,False
18121,18107,4,39.91097761169257,0.125,1.0,1.0,False,True
18121,18167,5,41.25953293690337,0.125,1.0,3.0,False,False
18121,18021,6,43.04749452959037,0.125,1.0,,True,False
18121,18063,7,59.510653225668534,0.125,1.0,,True,False
18121,18119,8,60.19767365814019,0.125,1.0,,True,False
18123,18025,1,28.70500290087848,0.125,3.0,2.0,False,False
18123,18147,2,33.182589597006285,0.125,3.0,0.0,False,False
18123,18037,3,38.04802212882964,0.125,3.0,3.0,False,True
18123,18061,4,47.821134649562836,0.125,3.0,3.0,False,True
18123,18117,5,52.874270064795205,0.125,3.0,4.0,False,False
18123,18173,6,55.51380639186841,0.125,3.0,3.0,False,True
18123,18125,7,62.86559025368249,0.125,3.0,0.0,False,False
18123,18043,8,69.23120097390662,0.125,3.0,4.0,False,False
18125,18037,1,30.955584734232858,0.125,0.0,3.0,False,False
18125,18051,2,32.214927755652575,0.125,0.0,1.0,False,False
18125,18173,3,34.270010477210036,0.125,0.0,3.0,False,False
18125,18083,4,36.09848648401829,0.125,0.0,2.0,False,False
18125,18027,5,36.517007358262276,0.125,0.0,2.0,False,False
18125,18147,6,47.04971044483475,0.125,0.0,0.0,False,True
18125,18101,7,50.73829947969753,0.125,0.0,4.0,False,False
18125,18163,8,51.74743582153315,0.125,0.0,4.0,False,False
18127,18089,1,26.687806449453227,0.125,2.0,4.0,False,False
18127,18091,2,28.858859506370575,0.125,2.0,0.0,False,False
18127,18149,3,40.28883020940979,0.125,2.0,3.0,False,False
18127,18073,4,48.82005626314239,0.125,2.0,2.0,False,True
18127,18131,5,55.80807312810867,0.125,2.0,4.0,False,False
18127,18111,6,62.54343175728681,0.125,2.0,2.0,False,True
18127,18141,7,66.9937761970004,0.125,2.0,4.0,False,False
18127,18099,8,68.85328021364305,0.125,2.0,3.0,False,False
18129,18163,1,24.7662512982065,0.125,4.0,4.0,False,True
18129,18051,2,40.68671790931479,0.125,4.0,1.0,False,False
18129,18173,3,52.79241991381373,0.125,4.0,3.0,False,False
18129,18125,4,69.62063053053714,0.125,4.0,0.0,False,False
18129,18147,5,75.40299837340392,0.125,4.0,0.0,False,False
18129,18083,6,83.95267202068139,0.125,4.0,2.0,False,False
18129,18037,7,94.41642998321122,0.125,4.0,3.0,False,False
18129,18027,8,102.70079013002382,0.125,4.0,2.0,False,False
18131,18149,1,26.928689942830275,0.125,4.0,3.0,False,False
18131,18073,2,35.06556599863182,0.125,4.0,2.0,False,False
18131,18181,3,35.356533346817145,0.125,4.0,2.0,False,False
18131,18049,4,36.51009247537173,0.125,4.0,,True,False
18131,18017,5,43.03271726658666,0.125,4.0,,True,False
18131,18099,6,48.259404922607736,0.125,4.0,3.0,False,False
18131,18015,7,52.295100924222425,0.125,4.0,,True,False
18131,18127,8,55.80807312810867,0.125,4.0,2.0,False,False
18133,18063,1,30.865421618246565,0.125,4.0,,True,False
18133,18121,2,33.12485833216101,0.125,4.0,1.0,False,False
18133,18021,3,38.2658799482554,0.125,4.0,,True,False
18133,18119,4,39.3014718817059,0.125,4.0,,True,False
18133,18109,5,39.88219098442194,0.125,4.0,2.0,False,False
18133,18107,6,41.80190721526538,0.125,4.0,1.0,False,False
18133,18011,7,53.47530384550083,0.125,4.0,,True,False
18133,18167,8,53.576718185304586,0.125,4.0,3.0,False,False
18135,18075,1,31.182847622247703,0.125,0.0,,True,False
18135,18177,2,32.602647811009845,0.125,0.0,1.0,False,False
18135,39037,3,33.43729821551764,0.125,0.0,0.0,False,True
18135,18035,4,33.65406679793628,0.125,0.0,1.0,False,False
18135,18065,5,41.33948253929647,0.125,0.0,3.0,False,False
18135,18009,6,44.04457697467649,0.125,0.0,0.0,False,True
18135,39107,7,53.44644093957979,0.125,0.0,3.0,False,False
18135,39135,8,55.66668730544919,0.125,0.0,0.0,False,True
18137,18029,1,25.370020010689274,0.125,0.0,1.0,False,False
18137,18031,2,30.590124917079986,0.125,0.0,,True,False
18137,18115,3,30.83098719166562,0.125,0.0,,True,False
18137,18079,4,33.72686033695731,0.125,0.0,,True,False
18137,18155,5,36.466942628227116,0.125,0.0,4.0,False,False
18137,18077,6,38.459408981371695,0.125,0.0,2.0,False,False
18137,18047,7,38.75226709013554,0.125,0.0,4.0,False,False
18137,18005,8,55.95213663158206,0.125,0.0,,True,False
18139,18041,1,24.68966212332218,0.125,2.0,2.0,False,True
18139,18145,2,29.923691246365138,0.125,2.0,4.0,False,False
18139,18059,3,34.69502891563513,0.125,2.0,3.0,False,False
18139,18031,4,34.93722931295164,0.125,2.0,,True,False
18139,18065,5,35.0975289869025,0.125,2.0,3.0,False,False
18139,18047,6,41.593375129378636,0.125,2.0,4.0,False,False
18139,18161,7,46.314635344007684,0.125,2.0,0.0,False,False
18139,18177,8,47.524440340777986,0.125,2.0,1.0,False,False
18141,18099,1,32.519391501681795,0.125,4.0,3.0,False,False
18141,18039,2,35.90683390590714,0.125,4.0,4.0,False,True
18141,18091,3,38.261897763145754,0.125,4.0,0.0,False,False
18141,18149,4,47.78787353971676,0.125,4.0,3.0,False,False
18141,18085,5,54.73852813425046,0.125,4.0,3.0,False,False
18141,18049,6,63.38559716930604,0.125,4.0,,True,False
18141,18127,7,66.9937761970004,0.125,4.0,2.0,False,False
18141,18087,8,71.8095359132244,0.125,4.0,2.0,False,False
18143,18019,1,23.367767788756034,0.125,2.0,,True,False
18143,18077,2,29.038718189788007,0.125,2.0,2.0,False,True
18143,18175,3,32.491924822247874,0.125,2.0,4.0,False,False
18143,18071,4,35.185760698651386,0.125,2.0,0.0,False,False
18143,18079,5,36.17748326351182,0.125,2.0,,True,False
18143,18043,6,42.964685376750516,0.125,2.0,4.0,False,False
18143,18005,7,59.351178926969965,0.125,2.0,,True,False
18143,18137,8,62.65156484283877,0.125,2.0,0.0,False,False
18145,18081,1,26.849867148467215,0.125,4.0,,True,False
18145,18139,2,29.923691246365138,0.125,4.0,2.0,False,False
18145,18059,3,33.385378999982336,0.125,4.0,3.0,False,False
18145,18031,4,34.689924226202855,0.125,4.0,,True,False
18145,18005,5,36.48089447920382,0.125,4.0,,True,False
18145,18097,6,41.2736271827247,0.125,4.0,1.0,False,False
18145,18013,7,52.22870546352064,0.125,4.0,1.0,False,False
18145,18041,8,54.11573880277754,0.125,4.0,2.0,False,False
18147,18173,1,24.722018921532182,0.125,0.0,3.0,False,False
18147,18123,2,33.182589597006285,0.125,0.0,3.0,False,False
18147,18037,3,40.502398856502914,0.125,0.0,3.0,False,False
18147,18125,4,47.04971044483475,0.125,0.0,0.0,False,True
18147,18163,5,50.64760222276484,0.125,0.0,4.0,False,False
18147,18025,6,57.617566364744604,0.125,0.0,2.0,False,False
18147,18051,7,60.32358132031031,0.125,0.0,1.0,False,False
18147,18117,8,73.7821442778947,0.125,0.0,4.0,False,False
18149,18131,1,26.928689942830275,0.125,3.0,4.0,False,False
18149,18091,2,30.453269846876985,0.125,3.0,0.0,False,False
18149,18099,3,32.61280345250022,0.125,3.0,3.0,False,True
18149,18127,4,40.28883020940979,0.125,3.0,2.0,False,False
18149,18049,5,41.36896118119281,0.125,3.0,,True,False
18149,18141,6,47.78787353971676,0.125,3.0,4.0,False,False
18149,18073,7,48.59020001375771,0.125,3.0,2.0,False,False
18149,18181,8,61.813234806506536,0.125,3.0,2.0,False,False
18151,18033,1,27.387713955445506,0.125,1.0,1.0,False,True
18151,18087,2,35.37403525822604,0.125,1.0,2.0,False,False
18151,39171,3,35.54424764301375,0.125,1.0,3.0,False,False
18151,18113,4,44.123693421908875,0.125,1.0,1.0,False,True
18151,39039,5,55.42876384116634,0.125,1.0,1.0,False,True
18151,18003,6,61.74589136292391,0.125,1.0,,True,False
18151,39125,7,68.3364826869451,0.125,1.0,1.0,False,True
18151,18183,8,70.1240671874871,0.125,1.0,1.0,False,True
18153,18167,1,38.06544628228199,0.125,3.0,3.0,False,True
18153,18055,2,39.50867870943927,0.125,3.0,,True,False
18153,18021,3,42.48325442986673,0.125,3.0,,True,False
18153,18083,4,44.4456477400292,0.125,3.0,2.0,False,False
18153,18027,5,52.19787375535257,0.125,3.0,2.0,False,False
18153,18119,6,55.61436904011969,0.125,3.0,,True,False
18153,18101,7,67.77358291831077,0.125,3.0,4.0,False,False
18153,18105,8,77.31912525457598,0.125,3.0,3.0,False,True
18155,18115,1,15.120898871948883,0.125,4.0,,True,False
18155,18077,2,35.079278762770116,0.125,4.0,2.0,False,False
18155,18029,3,35.90696334756315,0.125,4.0,1.0,False,False
18155,18137,4,36.466942628227116,0.125,4.0,0.0,False,False
18155,18079,5,54.55208477458265,0.125,4.0,,True,False
18155,39061,6,59.24594925831623,0.125,4.0,2.0,False,False
18155,18143,7,63.56700909465848,0.125,4.0,2.0,False,False
18155,18047,8,65.48028139794361,0.125,4.0,4.0,False,True
18157,18015,1,35.33416954681962,0.125,1.0,,True,False
18157,18023,2,36.79255424433345,0.125,1.0,3.0,False,False
18157,18107,3,38.71818652702045,0.125,1.0,1.0,False,True
18157,18171,4,39.17867000981429,0.125,1.0,0.0,False,False
18157,18181,5,40.24785353630099,0.125,1.0,2.0,False,False
18157,18045,6,41.918894025647184,0.125,1.0,3.0,False,False
18157,18007,7,42.755852667206064,0.125,1.0,,True,False
18157,18011,8,52.10988345517616,0.125,1.0,,True,False
18159,18067,1,19.925590788764545,0.125,0.0,2.0,False,False
18159,18057,2,26.564506025777106,0.125,0.0,,True,False
18159,18095,3,32.76712468121288,0.125,0.0,0.0,False,True
18159,18023,4,35.91062899664312,0.125,0.0,3.0,False,False
18159,18053,5,40.581155854904665,0.125,0.0,,True,False
18159,18011,6,45.754440055261824,0.125,0.0,,True,False
18159,18103,7,50.94170710421829,0.125,0.0,0.0,False,True
18159,18015,8,52.77829420835615,0.125,0.0,,True,False
18161,18041,1,21.77805213918014,0.125,0.0,2.0,False,False
18161,18047,2,26.14185754473176,0.125,0.0,4.0,False,False
18161,39135,3,26.99144168141722,0.125,0.0,0.0,False,True
18161,18177,4,27.536124218260067,0.125,0.0,1.0,False,False
18161,39017,5,36.48056850551555,0.125,0.0,1.0,False,False
18161,18139,6,46.314635344007684,0.125,0.0,2.0,False,False
18161,18065,7,52.68846654650882,0.125,0.0,3.0,False,False
18161,18029,8,53.556316234728605,0.125,0.0,1.0,False,False
18163,18129,1,24.7662512982065,0.125,4.0,4.0,False,True
18163,18173,2,28.443472921303133,0.125,4.0,3.0,False,False
18163,18051,3,31.846416165196093,0.125,4.0,1.0,False,False
18163,18147,4,50.64760222276484,0.125,4.0,0.0,False,False
18163,18125,5,51.74743582153315,0.125,4.0,0.0,False,False
18163,18037,6,72.28750535999143,0.125,4.0,3.0,False,False
18163,18083,7,75.23480723543511,0.125,4.0,2.0,False,False
18163,18123,8,83.1997102859459,0.125,4.0,3.0,False,False
18165,18121,1,23.748700833277145,0.125,4.0,1.0,False,False
18165,18045,2,35.21568664170695,0.125,4.0,3.0,False,False
18165,18167,3,47.482419255257945,0.125,4.0,3.0,False,False
18165,18107,4,52.88985495749071,0.125,4.0,1.0,False,False
18165,18171,5,55.632839709940434,0.125,4.0,0.0,False,False
18165,18133,6,56.87081213067055,0.125,4.0,4.0,False,True
18165,18021,7,59.304858278819054,0.125,4.0,,True,False
18165,18157,8,76.71021975084005,0.125,4.0,1.0,False,False
18167,18021,1,23.92849304793916,0.125,3.0,,True,False
18167,18153,2,38.06544628228199,0.125,3.0,3.0,False,True
18167,18121,3,41.25953293690337,0.125,3.0,1.0,False,False
18167,18165,4,47.482419255257945,0.125,3.0,4.0,False,False
18167,18119,5,49.25425914994112,0.125,3.0,,True,False
18167,18133,6,53.576718185304586,0.125,3.0,4.0,False,False
18167,18055,7,57.27316674423188,0.125,3.0,,True,False
18167,18045,8,77.79439051346768,0.125,3.0,3.0,False,True
18169,18103,1,22.768963736191395,0.125,3.0,0.0,False,False
18169,18069,2,25.80045129794221,0.125,3.0,0.0,False,False
18169,18053,3,38.51548015682662,0.125,3.0,,True,False
18169,18183,4,40.67014790190809,0.125,3.0,1.0,False,False
18169,18085,5,44.65186580742035,0.125,3.0,3.0,False,True
18169,18049,6,45.349740347146216,0.125,3.0,,True,False
18169,18017,7,47.3954682605174,0.125,3.0,,True,False
18169,18067,8,48.61454444130041,0.125,3.0,2.0,False,False
18171,18045,1,26.85044753719141,0.125,0.0,3.0,False,False
18171,18007,2,29.066099450217486,0.125,0.0,,True,False
18171,18157,3,39.17867000981429,0.125,0.0,1.0,False,False
18171,18107,4,51.8470006233472,0.125,0.0,1.0,False,False
18171,18165,5,55.632839709940434,0.125,0.0,4.0,False,False
18171,18181,6,60.88890059393733,0.125,0.0,2.0,False,False
18171,18121,7,64.96408833224984,0.125,0.0,1.0,False,False
18171,18111,8,67.82038473040139,0.125,0.0,2.0,False,False
18173,18147,1,24.722018921532182,0.125,3.0,0.0,False,False
18173,18163,2,28.443472921303133,0.125,3.0,4.0,False,False
18173,18125,3,34.270010477210036,0.125,3.0,0.0,False,False
18173,18051,4,36.632029335509145,0.125,3.0,1.0,False,False
18173,18037,5,45.71291042559736,0.125,3.0,3.0,False,True
18173,18129,6,52.79241991381373,0.125,3.0,4.0,False,False
18173,18123,7,55.51380639186841,0.125,3.0,3.0,False,True
18173,18083,8,67.57939744393228,0.125,3.0,2.0,False,False
18175,18143,1,32.491924822247874,0.125,4.0,2.0,False,False
18175,18117,2,34.500202961619365,0.125,4.0,4.0,False,True
18175,18071,3,34.572254315216085,0.125,4.0,0.0,False,False
18175,18043,4,35.66851931599979,0.125,4.0,4.0,False,True
18175,18019,5,37.20791965621623,0.125,4.0,,True,False
18175,18093,6,42.37093104903566,0.125,4.0,1.0,False,False
18175,18061,7,45.01480529811608,0.125,4.0,3.0,False,False
18175,18025,8,45.61456198627574,0.125,4.0,2.0,False,False
18177,18161,1,27.536124218260067,0.125,1.0,0.0,False,False
18177,18041,2,28.8148265311797,0.125,1.0,2.0,False,False
18177,18135,3,32.602647811009845,0.125,1.0,0.0,False,False
18177,39135,4,33.78893225190808,0.125,1.0,0.0,False,False
18177,18065,5,33.79289240717317,0.125,1.0,3.0,False,False
18177,39037,6,44.73309942945109,0.125,1.0,0.0,False,False
18177,18139,7,47.524440340777986,0.125,1.0,2.0,False,False
18177,18047,8,50.179233987945075,0.125,1.0,4.0,False,False
18179,18001,1,24.048631082258865,0.125,0.0,,True,False
18179,18069,2,25.07359104159933,0.125,0.0,0.0,False,True
18179,18009,3,29.736849638920045,0.125,0.0,0.0,False,True
18179,18075,4,37.133940115111464,0.125,0.0,,True,False
18179,18003,5,42.268082343231605,0.125,0.0,,True,False
18179,18053,6,43.609074481657075,0.125,0.0,,True,False
18179,18169,7,49.93648211550484,0.125,0.0,3.0,False,False
18179,18183,8,51.48435762623245,0.125,0.0,1.0,False,False
18181,18015,1,31.515140527649738,0.125,2.0,,True,False
18181,18131,2,35.356533346817145,0.125,2.0,4.0,False,False
18181,18073,3,36.96866576031918,0.125,2.0,2.0,False,True
18181,18157,4,40.24785353630099,0.125,2.0,1.0,False,False
18181,18007,5,40.820834735971,0.125,2.0,,True,False
18181,18017,6,43.768152745336224,0.125,2.0,,True,False
18181,18111,7,50.2746609693996,0.125,2.0,2.0,False,True
18181,18023,8,59.761641436218255,0.125,2.0,3.0,False,False
18183,18113,1,29.741223873166806,0.125,1.0,1.0,False,True
18183,18085,2,31.943655544909845,0.125,1.0,3.0,False,False
18183,18069,3,34.53367636395819,0.125,1.0,0.0,False,False
18183,18003,4,37.14648891694708,0.125,1.0,,True,False
18183,18169,5,40.67014790190809,0.125,1.0,3.0,False,False
18183,18033,6,51.12180158883117,0.125,1.0,1.0,False,True
18183,18179,7,51.48435762623245,0.125,1.0,0.0,False,False
18183,18087,8,56.34823802265035,0.125,1.0,2.0,False,False
39001,39015,1,35.664278175993985,0.125,,,True,False
39001,39071,2,39.31642443356786,0.125,,,True,False
39001,39145,3,41.77040069008174,0.125,,3.0,False,False
39001,39131,4,43.48762788521283,0.125,,3.0,False,False
39001,39025,5,62.961974149723844,0.125,,1.0,False,False
39001,39141,6,65.37951732221227,0.125,,3.0,False,False
39001,39027,7,69.63648421777114,0.125,,0.0,False,False
39001,39079,8,76.32640070484045,0.125,,,True,False
39003,39011,1,25.379349043227524,0.125,,,True,False
39003,39137,2,27.95104694632805,0.125,,0.0,False,False
39003,39065,3,39.5528368547991,0.125,,3.0,False,False
39003,39161,4,41.491429250238255,0.125,,3.0,False,False
39003,39063,5,44.93882889674462,0.125,,0.0,False,False
39003,39149,6,49.637084266967655,0.125,,3.0,False,False
39003,39107,7,51.122774706139424,0.125,,3.0,False,False
39003,39091,8,51.35857006617934,0.125,,3.0,False,False
39005,39139,1,23.73336317929721,0.125,,2.0,False,False
39005,39169,2,32.22613660028897,0.125,,4.0,False,False
39005,39075,3,42.78561921818351,0.125,,3.0,False,False
39005,39077,4,43.25089924250735,0.125,,1.0,False,False
39005,39103,5,43.38143479758832,0.125,,4.0,False,False
39005,39093,6,50.976181873641046,0.125,,3.0,False,False
39005,39083,7,51.33144000929992,0.125,,,True,False
39005,39033,8,54.591707957757805,0.125,,4.0,False,False
39007,39085,1,40.57223305360977,0.125,,2.0,False,False
39007,39055,2,42.58282305883433,0.125,,0.0,False,False
39007,39155,3,43.37739926118425,0.125,,1.0,False,False
39007,42039,4,53.37934033615501,0.125,,1.0,False,False
39007,42085,5,60.83146438399165,0.125,,4.0,False,False
39007,42049,6,67.22671482025363,0.125,,0.0,False,False
39007,39133,7,70.67924342269401,0.125,,0.0,False,False
39007,39099,8,77.06841395569568,0.125,,0.0,False,False
39009,39105,1,28.04258210496765,0.125,,1.0,False,False
39009,39115,2,35.89680839637157,0.125,,2.0,False,False
39009,39163,3,38.98224372721021,0.125,,2.0,False,False
39009,39073,4,41.469584948962755,0.125,,2.0,False,False
39009,54107,5,47.63262451251189,0.125,,3.0,False,False
39009,39127,6,47.75014886919516,0.125,,0.0,False,False
39009,39167,7,49.14980272222328,0.125,,4.0,False,False
39009,39079,8,60.500420605323775,0.125,,,True,False
39011,39003,1,25.379349043227524,0.125,,,True,False
39011,39149,2,25.54820853385964,0.125,,3.0,False,False
39011,39107,3,34.516329382958304,0.125,,3.0,False,False
39011,39091,4,43.06441988043848,0.125,,3.0,False,False
39011,39161,5,44.8975944653686,0.125,,3.0,False,False
39011,39065,6,48.76570307805579,0.125,,3.0,False,False
39011,39137,7,51.83983135564017,0.125,,0.0,False,False
39011,39109,8,56.434805714789505,0.125,,1.0,False,False
39013,39067,1,32.118501312031285,0.125,,,True,False
39013,54051,2,32.65058359661571,0.125,,,True,False
39013,54069,3,32.723738066185696,0.125,,3.0,False,False
39013,39111,4,33.065084137299095,0.125,,2.0,False,False
39013,39059,5,43.2430236006591,0.125,,0.0,False,False
39013,54009,6,45.23515014210976,0.125,,0.0,False,False
39013,39081,7,45.37273335937825,0.125,,4.0,False,False
39013,39121,8,48.57619338230082,0.125,,1.0,False,False
39015,39025,1,27.599653593731816,0.125,,1.0,False,False
39015,39001,2,35.664278175993985,0.125,,,True,False
39015,39071,3,36.15379148458769,0.125,,,True,False
39015,39027,4,53.68673845968651,0.125,,0.0,False,False
39015,39165,5,60.597723318061206,0.125,,2.0,False,False
39015,39061,6,65.07195872008354,0.125,,2.0,False,False
39015,39131,7,71.03211422895767,0.125,,3.0,False,False
39015,39145,8,77.14444332704444,0.125,,3.0,False,False
39017,39061,1,27.190346407655134,0.125,1.0,2.0,False,False
39017,39135,2,34.261633588986314,0.125,1.0,0.0,False,False
39017,39165,3,35.12140304094784,0.125,1.0,2.0,False,False
39017,18161,4,36.48056850551555,0.125,1.0,0.0,False,False
39017,18047,5,41.72405076512375,0.125,1.0,4.0,False,False
39017,39113,6,42.77556183717514,0.125,1.0,4.0,False,False
39017,18029,7,47.28177151332793,0.125,1.0,1.0,False,True
39017,18041,8,56.3698193643093,0.125,1.0,2.0,False,False
39019,39067,1,31.779774809908567,0.125,,,True,False
39019,39029,2,33.68793965982359,0.125,,2.0,False,False
39019,39151,3,34.93379421159143,0.125,,4.0,False,False
39019,39081,4,35.228767763749445,0.125,,4.0,False,False
39019,39157,5,35.9436285996025,0.125,,2.0,False,False
39019,54029,6,44.05928592011503,0.125,,4.0,False,False
39019,39099,7,55.13668902239852,0.125,,0.0,False,False
39019,54009,8,55.20020918843998,0.125,,0.0,False,False
39021,39023,1,24.591490087217306,0.125,,1.0,False,False
39021,39091,2,27.889590028779622,0.125,,3.0,False,False
39021,39159,3,38.29133362721551,0.125,,3.0,False,False
39021,39109,4,40.17728229788402,0.125,,1.0,False,False
39021,39097,5,41.53238356231945,0.125,,4.0,False,False
39021,39149,6,42.768574278588424,0.125,,3.0,False,False
39021,39057,7,50.663237083061155,0.125,,,True,False
39021,39065,8,58.98678277521141,0.125,,3.0,False,False
39023,39021,1,24.591490087217306,0.125,1.0,,True,False
39023,39057,2,26.647178396876352,0.125,1.0,,True,False
39023,39097,3,32.817580149995905,0.125,1.0,4.0,False,False
39023,39109,4,40.87456032095319,0.125,1.0,1.0,False,True
39023,39113,5,46.909127065855756,0.125,1.0,4.0,False,False
39023,39047,6,48.565741924294244,0.125,1.0,,True,False
39023,39091,7,52.472286862884026,0.125,1.0,3.0,False,False
39023,39159,8,55.123180332094435,0.125,1.0,3.0,False,False
39025,39015,1,27.599653593731816,0.125,1.0,,True,False
39025,39061,2,37.474306258171545,0.125,1.0,2.0,False,False
39025,39165,3,42.28394983914394,0.125,1.0,2.0,False,False
39025,39071,4,49.94889366208214,0.125,1.0,,True,False
39025,39027,5,50.45628613867468,0.125,1.0,0.0,False,False
39025,39017,6,56.737152517422956,0.125,1.0,1.0,False,True
39025,39001,7,62.961974149723844,0.125,1.0,,True,False
39025,18115,8,71.07062004794534,0.125,1.0,,True,False
39027,39165,1,30.818146822936622,0.125,0.0,2.0,False,False
39027,39071,2,31.20905700762136,0.125,0.0,,True,False
39027,39057,3,31.527542276623606,0.125,0.0,,True,False
39027,39047,4,34.2584234827056,0.125,0.0,,True,False
39027,39025,5,50.45628613867468,0.125,0.0,1.0,False,False
39027,39015,6,53.68673845968651,0.125,0.0,,True,False
39027,39023,7,55.83838143676715,0.125,0.0,1.0,False,False
39027,39113,8,55.9701902445519,0.125,0.0,4.0,False,False
39029,39099,1,27.3546148298412,0.125,2.0,0.0,False,False
39029,54029,2,32.42292120804625,0.125,2.0,4.0,False,False
39029,39019,3,33.68793965982359,0.125,2.0,,True,False
39029,42007,4,37.337968149689615,0.125,2.0,0.0,False,False
39029,39081,5,42.67718999388345,0.125,2.0,4.0,False,False
39029,42073,6,44.73997194575234,0.125,2.0,,True,False
39029,39151,7,49.78885360278772,0.125,2.0,4.0,False,False
39029,39133,8,56.60585187813713,0.125,2.0,0.0,False,False
39031,39075,1,28.866089783150084,0.125,2.0,3.0,False,False
39031,39119,2,37.45239330230229,0.125,2.0,1.0,False,False
39031,39157,3,40.85042693751104,0.125,2.0,2.0,False,True
39031,39083,4,43.856285835115806,0.125,2.0,,True,False
39031,39059,5,45.59572909828614,0.125,2.0,0.0,False,False
39031,39089,6,53.248147337759924,0.125,2.0,1.0,False,False
39031,39169,7,58.683169644298495,0.125,2.0,4.0,False,False
39031,39005,8,67.3826868066493,0.125,2.0,,True,False
39033,39175,1,32.37279205246946,0.125,4.0,2.0,False,False
39033,39139,2,33.343789594433694,0.125,4.0,2.0,False,False
39033,39147,3,35.0186569196154,0.125,4.0,4.0,False,True
39033,39101,4,35.66989886887764,0.125,4.0,0.0,False,False
39033,39117,5,37.86092269124238,0.125,4.0,4.0,False,True
39033,39077,6,42.488265383323686,0.125,4.0,1.0,False,False
39033,39005,7,54.591707957757805,0.125,4.0,,True,False
39033,39143,8,59.30482984646119,0.125,4.0,4.0,False,True
39035,39153,1,34.826490343670294,0.125,4.0,0.0,False,False
39035,39103,2,39.60708805567279,0.125,4.0,4.0,False,True
39035,39055,3,40.87080531055024,0.125,4.0,0.0,False,False
39035,39093,4,43.52766771673655,0.125,4.0,3.0,False,False
39035,39085,5,46.35919855129209,0.125,4.0,2.0,False,False
39035,39133,6,48.037966441251015,0.125,4.0,0.0,False,False
39035,39169,7,68.94196222070812,0.125,4.0,4.0,False,True
39035,39151,8,72.17956440879533,0.125,4.0,4.0,False,True
39037,18135,1,33.43729821551764,0.125,0.0,0.0,False,True
39037,39109,2,34.3767879324349,0.125,0.0,1.0,False,False
39037,39149,3,41.51887214454083,0.125,0.0,3.0,False,False
39037,39135,4,43.62427050875663,0.125,0.0,0.0,False,True
39037,18177,5,44.73309942945109,0.125,0.0,1.0,False,False
39037,39107,6,45.230981269073055,0.125,0.0,3.0,False,False
39037,18075,7,47.139811659529734,0.125,0.0,,True,False
39037,39113,8,50.59015104574039,0.125,0.0,4.0,False,False
39039,39125,1,24.23575668346409,0.125,1.0,1.0,False,True
39039,39171,2,27.516641188410205,0.125,1.0,3.0,False,False
39039,39069,3,35.28782426969106,0.125,1.0,0.0,False,False
39039,39051,4,43.095900435521635,0.125,1.0,2.0,False,False
39039,18033,5,43.22284495674234,0.125,1.0,1.0,False,True
39039,39137,6,45.039535207453724,0.125,1.0,0.0,False,False
39039,39161,7,52.706091743348566,0.125,1.0,3.0,False,False
39039,18003,8,54.70689828674077,0.125,1.0,,True,False
39041,39159,1,31.15672081394223,0.125,,3.0,False,False
39041,39117,2,32.6302464096916,0.125,,4.0,False,False
39041,39049,3,34.34992924157467,0.125,,1.0,False,False
39041,39101,4,36.77898764187289,0.125,,0.0,False,False
39041,39089,5,48.9392004531214,0.125,,1.0,False,False
39041,39083,6,51.2405994913455,0.125,,,True,False
39041,39097,7,54.355084964549484,0.125,,4.0,False,False
39041,39033,8,64.0565127832101,0.125,,4.0,False,False
39043,39077,1,24.217052939501574,0.125,,1.0,False,False
39043,39093,2,39.6875584813245,0.125,,3.0,False,False
39043,39143,3,44.006916206653685,0.125,,4.0,False,False
39043,39123,4,48.16631996132744,0.125,,0.0,False,False
39043,39147,5,50.27230951621298,0.125,,4.0,False,False
39043,39033,6,62.358815227850684,0.125,,4.0,False,False
39043,39005,7,64.47486768849943,0.125,,,True,False
