fipsCode,target_hour,P_t,N_t,D_t,R_t,osi,gust,outageCount,customersTracked
42053,65,0.020099039,0.00669968,0.004951937,0.002961453,0.0113,32.9,138,6866
42053,66,0.011214681,0.00364113,0.006821051,0.002961453,0.0072,29.7,77,6866
42053,67,0.011651617,0.000145645,0.008762987,0.003786775,0.0065,29.0,80,6866
42053,68,0.009175648,0.000145645,0.010292261,0.001116613,0.0062,11.8,63,6866
42053,69,0.008301777,0.044907273,0.011675891,0.001116613,0.0218,26.5,57,6866
42053,70,0.143023595,0.044955821,0.033911059,0.00029129,0.0814,33.3,982,6866
42053,71,0.14316924,0.065400654,0.054422759,0.0,0.0938,31.0,983,6866
42131,0,0.0,0.0,0.0,0.0,0.0,7.6,0,19229
42131,1,0.0,0.0,0.0,0.0,0.0,6.8,0,19229
42131,2,0.0,0.0,0.0,0.0,0.0,5.3,0,19229
42131,3,0.0,0.0,0.0,0.0,0.0,5.2,0,19229
42131,4,0.0,0.0,0.0,0.0,0.0,6.5,0,19229
42131,5,0.0,0.0,0.0,0.0,0.0,7.7,0,19229
42131,6,0.0,0.0,0.0,0.0,0.0,7.4,0,19229
42131,7,0.0,0.000416038,0.0,0.0,0.0001,12.3,0,19229
42131,8,0.001248115,0.000433373,0.000208019,0.0,0.0007,13.4,24,19229
42131,9,0.00130012,0.000433373,0.000424706,0.000416038,0.0007,20.2,25,19229
42131,10,5.2e-05,1.73e-05,0.000433373,0.000433373,0.0001,21.0,1,19229
42131,11,0.0,1.73e-05,0.000433373,0.000433373,0.0001,34.0,0,19229
42131,12,5.2e-05,1.73e-05,0.000442041,1.73e-05,0.0001,35.2,1,19229
42131,13,5.2e-05,1.73e-05,0.000450708,0.0,0.0001,36.8,1,19229
42131,14,5.2e-05,1.73e-05,0.000251356,0.0,0.0001,32.9,1,19229
42131,15,0.00010401,1.73e-05,5.2e-05,0.0,0.0001,29.4,2,19229
42131,16,0.00010401,1.73e-05,6.07e-05,0.0,0.0001,20.3,2,19229
42131,17,0.00010401,0.0,7.8e-05,0.0,0.0001,18.4,2,19229
42131,18,0.00010401,0.000277359,8.67e-05,0.0,0.0002,20.5,2,19229
42131,19,0.000936086,0.000277359,0.000234022,0.0,0.0005,35.7,18,19229
42131,20,0.000936086,0.000277359,0.000381368,0.0,0.0006,18.1,18,19229
42131,21,0.000936086,0.0,0.000520048,0.0,0.0005,20.6,18,19229
42131,22,0.000936086,0.0,0.000658727,0.0,0.0005,16.0,18,19229
42131,23,0.000936086,0.0,0.000797407,1.73e-05,0.0006,21.0,18,19229
42131,24,0.000884081,0.0,0.000927419,1.73e-05,0.0006,18.4,17,19229
42131,25,0.000884081,0.0,0.000918751,0.000312029,0.0006,18.2,17,19229
42131,26,0.0,0.0,0.000762737,0.000294694,0.0002,17.1,0,19229
42131,27,0.0,0.0,0.000606722,0.000294694,0.0001,27.5,0,19229
42131,28,0.0,0.0,0.000450708,0.0,0.0001,28.9,0,19229
42131,29,0.0,0.0,0.000294694,0.0,0.0001,32.8,0,19229
42131,30,0.0,0.0,0.000147347,0.0,0.0,25.8,0,19229
42131,31,0.0,0.0,0.0,0.0,0.0,36.3,0,19229
42131,32,0.0,0.0,0.0,0.0,0.0,31.3,0,19229
42131,33,0.0,0.0,0.0,0.0,0.0,33.6,0,19229
42131,34,0.0,0.0,0.0,0.0,0.0,30.6,0,19229
42131,35,0.0,0.0,0.0,0.0,0.0,27.4,0,19229
42131,36,0.0,0.0,0.0,0.0,0.0,26.3,0,19229
42131,37,0.0,0.0,0.0,0.0,0.0,25.3,0,19229
42131,38,0.0,0.0,0.0,0.0,0.0,25.2,0,19229
42131,39,0.0,0.0,0.0,0.0,0.0,22.9,0,19229
42131,40,0.0,0.0,0.0,0.0,0.0,26.5,0,19229
42131,41,0.0,0.0,0.0,0.0,0.0,21.8,0,19229
42131,42,0.0,0.0,0.0,0.0,0.0,26.4,0,19229
42131,43,0.0,0.0,0.0,0.0,0.0,25.1,0,19229
42131,44,0.0,0.0,0.0,0.0,0.0,27.3,0,19229
42131,45,0.0,0.0,0.0,0.0,0.0,27.1,0,19229
42131,46,0.0,0.0,0.0,0.0,0.0,29.1,0,19229
42131,47,0.0,0.0,0.0,0.0,0.0,20.2,0,19229
42131,48,0.0,0.0,0.0,0.0,0.0,20.4,0,19228
42131,49,0.0,0.0,0.0,0.0,0.0,18.8,0,19228
42131,50,0.0,0.000797448,0.0,0.0,0.0003,15.1,0,19228
42131,51,0.002392344,0.000797448,0.000398724,0.0,0.0013,13.6,46,19228
42131,52,0.002392344,0.002045628,0.000797448,0.0,0.0019,9.1,46,19228
42131,53,0.006136884,0.00124818,0.001820262,0.0,0.0033,4.6,118,19228
42131,54,0.006136884,0.00124818,0.002843076,0.002045628,0.0034,3.6,118,19228
42131,55,0.0,0.0,0.002843076,0.002045628,0.0005,8.1,0,19228
42131,56,0.0,0.00020803,0.002843076,0.002045628,0.0006,13.5,0,19228
42131,57,0.00062409,0.00020803,0.002548367,0.0,0.001,21.1,12,19228
42131,58,0.00062409,0.00020803,0.002253658,0.0,0.0009,19.5,12,19228
42131,59,0.00062409,0.0,0.001334859,0.00020803,0.0006,24.1,12,19228
42131,60,0.0,0.0,0.000312045,0.00020803,0.0001,26.6,0,19228
42131,61,0.0,0.0,0.000312045,0.00020803,0.0001,27.2,0,19228
42131,62,0.0,0.0,0.000312045,0.0,0.0001,23.0,0,19228
42131,63,0.0,0.0,0.00020803,0.0,0.0001,24.6,0,19228
42131,64,0.0,0.0,0.000104015,0.0,0.0,28.5,0,19228
42131,65,0.0,0.0,0.0,0.0,0.0,26.6,0,19228
42131,66,0.0,0.0,0.0,0.0,0.0,26.8,0,19228
42131,67,0.0,0.0,0.0,0.0,0.0,31.4,0,19228
42131,68,0.0,0.0,0.0,0.0,0.0,28.7,0,19228
42131,69,0.0,0.0,0.0,0.0,0.0,25.5,0,19228
42131,70,0.0,0.0,0.0,0.0,0.0,11.5,0,19228
42131,71,0.0,0.0,0.0,0.0,0.0,11.1,0,19228
54007,0,0.0,0.0,0.0,0.0,0.0,12.3,0,7949
54007,1,0.0,0.0,0.0,0.0,0.0,13.8,0,7949
54007,2,0.0,0.0,0.0,0.0,0.0,14.4,0,7949
54007,3,0.0,0.0,0.0,0.0,0.0,13.5,0,7949
54007,4,0.0,0.0,0.0,0.0,0.0,12.9,0,7949
54007,5,0.0,0.0,0.0,0.0,0.0,13.4,0,7949
54007,6,0.0,4.19e-05,0.0,0.0,0.0,13.4,0,7949
54007,7,0.000125802,4.19e-05,2.1e-05,0.0,0.0001,14.9,1,7949
54007,8,0.000125802,8.39e-05,4.19e-05,0.0,0.0001,22.7,1,7949
54007,9,0.000251604,4.19e-05,8.39e-05,8.39e-05,0.0001,25.3,2,7949
54007,10,0.0,4.19e-05,8.39e-05,8.39e-05,0.0,28.0,0,7949
54007,11,0.0,0.000125802,8.39e-05,8.39e-05,0.0001,28.0,0,7949
54007,12,0.000377406,0.000125802,0.000146769,0.000125802,0.0002,27.7,3,7949
54007,13,0.0,0.000125802,0.000125802,0.000125802,0.0001,29.8,0,7949
54007,14,0.0,0.0,0.000104835,0.000125802,0.0,34.2,0,7949
54007,15,0.0,0.000377406,6.29e-05,0.0,0.0001,28.4,0,7949
54007,16,0.001132218,0.000377406,0.000251604,0.0,0.0006,27.5,9,7949
54007,17,0.001132218,0.000377406,0.000440307,0.0,0.0007,25.5,9,7949
54007,18,0.001132218,0.0,0.000566109,0.0,0.0006,32.2,9,7949
54007,19,0.001132218,0.0,0.000754812,0.000377406,0.0006,31.2,9,7949
54007,20,0.0,0.0,0.000754812,0.000377406,0.0002,38.5,0,7949
54007,21,0.0,0.001132218,0.000754812,0.000377406,0.0005,40.9,0,7949
54007,22,0.003396654,0.001132218,0.001132218,0.0,0.002,24.6,27,7949
54007,23,0.003396654,0.001132218,0.001509624,0.0,0.0021,32.7,27,7949
54007,24,0.003396654,0.0,0.00188703,0.001132218,0.0017,22.4,27,7949
54007,25,0.0,0.0,0.001698327,0.001132218,0.0003,26.5,0,7949
54007,26,0.0,0.0,0.001698327,0.001132218,0.0003,18.2,0,7949
54007,27,0.0,0.0,0.001698327,0.0,0.0004,18.2,0,7949
54007,28,0.0,0.0,0.001132218,0.0,0.0003,17.1,0,7949
54007,29,0.0,0.014047889,0.000566109,0.0,0.0051,16.1,0,7949
54007,30,0.042143666,0.014047889,0.007023944,0.0,0.0235,17.9,335,7949
54007,31,0.042143666,0.014047889,0.014047889,0.0,0.0253,18.1,335,7949
54007,32,0.042143666,0.0,0.021071833,0.014047889,0.0207,19.6,335,7949
54007,33,0.0,0.006751373,0.021071833,0.014047889,0.0062,18.6,0,7949
54007,34,0.02025412,0.006751373,0.02444752,0.020715394,0.0145,17.3,161,7949
54007,35,0.000251604,0.006751373,0.024489454,0.006709439,0.0079,20.0,2,7949
54007,36,0.000125802,0.0,0.017486476,0.006709439,0.0038,19.7,1,7949
54007,37,0.000125802,0.0,0.010483499,8.39e-05,0.0027,20.5,1,7949
54007,38,0.0,0.000125802,0.003459555,4.19e-05,0.0009,19.4,0,7949
54007,39,0.000377406,0.000125802,0.003522456,0.000167736,0.0011,23.7,3,7949
54007,40,0.0,0.000125802,0.000146769,0.000125802,0.0001,20.6,0,7949
54007,41,0.0,0.0,0.000104835,0.000125802,0.0,17.8,0,7949
54007,42,0.0,0.0,8.39e-05,0.0,0.0,24.1,0,7949
54007,43,0.0,0.0,6.29e-05,0.0,0.0,13.8,0,7949
54007,44,0.0,0.0,6.29e-05,0.0,0.0,8.1,0,7949
54007,45,0.0,0.0,0.0,0.0,0.0,4.0,0,7949
54007,46,0.0,0.0,0.0,0.0,0.0,4.3,0,7949
54007,47,0.0,0.0,0.0,0.0,0.0,4.0,0,7949
54007,48,0.0,0.0,0.0,0.0,0.0,5.5,0,7949
54007,49,0.0,0.0,0.0,0.0,0.0,7.2,0,7949
54007,50,0.0,0.0,0.0,0.0,0.0,7.2,0,7949
54007,51,0.0,0.0,0.0,0.0,0.0,9.4,0,7949
54007,52,0.0,0.0,0.0,0.0,0.0,9.8,0,7949
54007,53,0.0,0.0,0.0,0.0,0.0,9.9,0,7949
54007,54,0.0,0.0,0.0,0.0,0.0,8.9,0,7949
54007,55,0.0,0.013293077,0.0,0.0,0.0047,6.9,0,7949
54007,56,0.03987923,0.013293077,0.006646538,0.0,0.0223,15.6,317,7949
54007,57,0.03987923,0.013293077,0.013293077,0.0,0.0239,33.7,317,7949
54007,58,0.03987923,0.000125802,0.019939615,0.0,0.021,29.6,317,7949
54007,59,0.040256636,0.000125802,0.026649054,0.013293077,0.0215,27.2,320,7949
54007,60,0.000377406,0.000125802,0.026711955,0.013418879,0.0055,23.7,3,7949
54007,61,0.0,0.004235334,0.026711955,0.013418879,0.0068,38.9,0,7949
54007,62,0.012706001,0.004235334,0.022183084,0.000964482,0.012,25.8,101,7949
54007,63,0.010189961,0.004235334,0.017234872,0.004109532,0.0095,30.2,81,7949
54007,64,0.000377406,0.002180568,0.010651235,0.004109532,0.0032,42.4,3,7949
54007,65,0.006919109,0.002180568,0.005094981,0.003438588,0.0045,31.9,55,7949
54007,66,0.006415901,0.002180568,0.006101396,0.002012832,0.0047,29.8,51,7949
54007,67,0.000880614,0.0,0.006248165,0.00230637,0.0017,19.1,7,7949
54007,68,0.0,0.0,0.004130499,0.002138634,0.0008,27.9,0,7949
54007,69,0.0,0.0,0.002432172,0.000293538,0.0006,27.5,0,7949
54007,70,0.0,0.0,0.002369271,0.0,0.0006,21.4,0,7949
54007,71,0.0,0.0,0.001216086,0.0,0.0003,22.8,0,7949
54013,0,0.0,0.0,0.0,0.0,0.0,13.9,0,4304
54013,1,0.0,0.0,0.0,0.0,0.0,16.3,0,4304
54013,2,0.0,0.0,0.0,0.0,0.0,15.3,0,4304
54013,3,0.0,0.0,0.0,0.0,0.0,14.4,0,4304
54013,4,0.0,0.0,0.0,0.0,0.0,14.4,0,4304
54013,5,0.0,0.0,0.0,0.0,0.0,14.4,0,4304
54013,6,0.0,0.0,0.0,0.0,0.0,14.5,0,4304
54013,7,0.0,0.0,0.0,0.0,0.0,17.3,0,4304
54013,8,0.0,0.0,0.0,0.0,0.0,21.3,0,4304
54013,9,0.0,0.000542131,0.0,0.0,0.0002,21.9,0,4304
54013,10,0.001626394,0.000542131,0.000271066,0.000542131,0.0009,31.9,7,4304
54013,11,0.0,0.000542131,0.000271066,0.000542131,0.0002,30.5,0,4304
54013,12,0.0,7.74e-05,0.000271066,0.000542131,0.0,25.9,0,4304
54013,13,0.000232342,7.74e-05,0.000309789,0.0,0.0002,36.0,1,4304
54013,14,0.000232342,7.74e-05,0.000348513,7.74e-05,0.0002,36.4,1,4304
54013,15,0.0,0.0,0.000348513,7.74e-05,0.0001,27.3,0,4304
54013,16,0.0,0.000232342,7.74e-05,7.74e-05,0.0001,29.2,0,4304
54013,17,0.000697026,0.000232342,0.000193618,0.000232342,0.0004,26.3,3,4304
54013,18,0.0,0.000232342,0.000193618,0.000232342,0.0001,38.5,0,4304
54013,19,0.0,0.0,0.000154895,0.000232342,0.0,39.0,0,4304
54013,20,0.0,7.74e-05,0.000116171,0.0,0.0001,36.6,0,4304
54013,21,0.000232342,7.74e-05,0.000154895,0.0,0.0002,28.5,1,4304
54013,22,0.000232342,0.000154895,0.000193618,0.0,0.0002,27.7,1,4304
54013,23,0.000464684,7.74e-05,0.000154895,0.0,0.0003,30.1,2,4304
54013,24,0.000464684,7.74e-05,0.000232342,7.74e-05,0.0003,22.2,2,4304
54013,25,0.000232342,0.0,0.000271066,7.74e-05,0.0002,26.6,1,4304
54013,26,0.000232342,0.0,0.000309789,7.74e-05,0.0002,22.4,1,4304
54013,27,0.000232342,0.0,0.000309789,0.0,0.0002,22.7,1,4304
54013,28,0.000232342,0.000154895,0.000309789,0.0,0.0002,20.3,1,4304
54013,29,0.000697026,0.000619579,0.000348513,0.0,0.0006,17.7,3,4304
54013,30,0.002091078,0.000619579,0.000619579,0.0,0.0012,18.8,9,4304
54013,31,0.002091078,0.000464684,0.000929368,7.74e-05,0.0012,17.3,9,4304
54013,32,0.001858736,7.74e-05,0.001200434,7.74e-05,0.0011,18.6,8,4304
54013,33,0.002091078,7.74e-05,0.001510223,7.74e-05,0.0012,19.6,9,4304
54013,34,0.002091078,7.74e-05,0.001820012,0.000232342,0.0013,18.7,9,4304
54013,35,0.001394052,0.0,0.001936183,0.000464684,0.001,20.3,6,4304
54013,36,0.000697026,0.0,0.001703841,0.000619579,0.0006,19.5,3,4304
54013,37,0.000232342,0.0,0.001394052,0.000464684,0.0004,21.0,1,4304
54013,38,0.0,0.0,0.001084263,0.000232342,0.0002,25.3,0,4304
54013,39,0.0,0.0,0.00073575,7.74e-05,0.0002,33.5,0,4304
54013,40,0.0,0.0,0.000387237,0.0,0.0001,23.8,0,4304
54013,41,0.0,7.74e-05,0.000154895,0.0,0.0001,20.5,0,4304
54013,42,0.000232342,0.000232342,7.74e-05,0.0,0.0002,26.1,1,4304
54013,43,0.000697026,0.000232342,0.000154895,0.0,0.0004,12.3,3,4304
54013,44,0.000697026,0.000154895,0.000271066,0.000232342,0.0004,10.3,3,4304
54013,45,0.0,0.0,0.000271066,0.000232342,0.0,4.1,0,4304
54013,46,0.0,0.0,0.000271066,0.000232342,0.0,4.3,0,4304
54013,47,0.0,0.0,0.000271066,0.0,0.0001,4.8,0,4304
54013,48,0.0,0.0,0.000232342,0.0,0.0001,5.9,0,4304
54013,49,0.0,0.0,0.000116171,0.0,0.0,7.5,0,4304
54013,50,0.0,0.0,0.0,0.0,0.0,8.8,0,4304
54013,51,0.0,0.0,0.0,0.0,0.0,11.6,0,4304
54013,52,0.0,0.0,0.0,0.0,0.0,12.0,0,4304
54013,53,0.0,0.0,0.0,0.0,0.0,12.6,0,4304
54013,54,0.0,0.0,0.0,0.0,0.0,9.9,0,4300
54013,55,0.0,0.0,0.0,0.0,0.0,12.8,0,4300
54013,56,0.0,0.0,0.0,0.0,0.0,27.1,0,4300
54013,57,0.0,0.0,0.0,0.0,0.0,31.0,0,4300
54013,58,0.0,0.0,0.0,0.0,0.0,30.3,0,4300
54013,59,0.0,0.0,0.0,0.0,0.0,29.4,0,4300
54013,60,0.0,0.000775194,0.0,0.0,0.0003,31.5,0,4300
54013,61,0.002325581,0.000775194,0.000387597,0.000775194,0.0012,39.1,10,4300
54013,62,0.0,0.000852713,0.000387597,0.000775194,0.0003,32.0,0,4300
54013,63,0.000232558,0.000155039,0.000426357,0.000775194,0.0002,33.3,1,4300
54013,64,0.000465116,0.000155039,0.000503876,0.0,0.0004,40.1,2,4300
54013,65,0.000465116,0.018914729,0.000581395,0.0,0.007,36.2,2,4300
54013,66,0.056976744,0.018837209,0.010077519,0.0,0.0319,31.6,245,4300
54013,67,0.056976744,0.018914729,0.019186047,0.0,0.0342,22.5,245,4300
54013,68,0.057209302,7.75e-05,0.02872093,0.018837209,0.0282,30.0,246,4300
54013,69,0.000697674,7.75e-05,0.02879845,0.018837209,0.0056,30.4,3,4300
54013,70,0.000697674,0.0,0.028837209,0.018837209,0.0056,26.2,3,4300
54013,71,0.000697674,0.0,0.028875969,7.75e-05,0.0075,24.7,3,4300
54015,0,0.0,0.0,0.0,0.0,0.0,12.9,0,3867
54015,1,0.0,0.0,0.0,0.0,0.0,13.0,0,3867
54015,2,0.0,0.0,0.0,0.0,0.0,17.9,0,3867
54015,3,0.0,0.0,0.0,0.0,0.0,14.5,0,3867
54015,4,0.0,0.0,0.0,0.0,0.0,13.5,0,3867
54015,5,0.0,0.0,0.0,0.0,0.0,14.8,0,3867
54015,6,0.0,0.0,0.0,0.0,0.0,13.1,0,3867
54015,7,0.0,0.0,0.0,0.0,0.0,18.2,0,3867
54015,8,0.0,0.0,0.0,0.0,0.0,26.0,0,3867
54015,9,0.0,0.0,0.0,0.0,0.0,25.9,0,3867
54015,10,0.0,0.0,0.0,0.0,0.0,32.4,0,3867
54015,11,0.0,0.0,0.0,0.0,0.0,34.4,0,3867
54015,12,0.0,0.0,0.0,0.0,0.0,28.4,0,3867
54015,13,0.0,0.0,0.0,0.0,0.0,32.4,0,3867
54015,14,0.0,0.0,0.0,0.0,0.0,30.8,0,3867
54015,15,0.0,0.0,0.0,0.0,0.0,32.3,0,3867
54015,16,0.0,0.0,0.0,0.0,0.0,27.1,0,3865
54015,17,0.0,0.0,0.0,0.0,0.0,26.0,0,3865
54015,18,0.0,0.016903838,0.0,0.0,0.0059,29.7,0,3865
54015,19,0.050711514,0.016990082,0.008451919,0.0,0.0283,45.9,196,3865
54015,20,0.050970246,0.016990082,0.01694696,0.011211729,0.0295,34.4,197,3865
54015,21,0.017335058,8.62e-05,0.019836136,0.011211729,0.0108,29.9,67,3865
54015,22,0.017335058,0.0,0.022725313,0.011297973,0.0115,22.4,67,3865
54015,23,0.017076326,0.0,0.025571367,8.62e-05,0.0132,28.9,66,3865
54015,24,0.017076326,0.005864597,0.028417421,8.62e-05,0.016,23.4,66,3865
54015,25,0.034670116,0.005864597,0.025743855,0.005692109,0.0218,28.2,134,3865
54015,26,0.01759379,0.005864597,0.020181113,0.007934455,0.0133,20.5,68,3865
54015,27,0.010866753,0.058214748,0.019103062,0.007934455,0.0287,17.3,42,3865
54015,28,0.185510996,0.058214748,0.047132385,0.002242346,0.1061,20.7,717,3865
54015,29,0.185510996,0.058214748,0.07520483,0.061836999,0.1072,17.1,717,3865
54015,30,0.0,0.0,0.072358775,0.061836999,0.0119,19.5,0,3865
54015,31,0.0,0.0,0.066580423,0.061836999,0.0105,16.7,0,3865
54015,32,0.0,0.0,0.063648124,0.0,0.0159,19.5,0,3865
54015,33,0.0,0.0,0.061836999,0.0,0.0155,19.2,0,3865
54015,34,0.0,0.0,0.030918499,0.0,0.0077,18.0,0,3865
54015,35,0.0,0.0,0.0,0.0,0.0,20.4,0,3865
54015,36,0.0,0.0,0.0,0.0,0.0,17.9,0,3865
54015,37,0.0,0.0,0.0,0.0,0.0,22.9,0,3865
54015,38,0.0,0.000517464,0.0,0.0,0.0002,20.0,0,3865
54015,39,0.001552393,0.000517464,0.000258732,0.0,0.0009,31.3,6,3865
54015,40,0.001551992,0.000517464,0.000517397,0.000517331,0.0009,21.5,6,3866
54015,41,0.0,0.000344887,0.000517397,0.000517331,0.0002,22.9,0,3866
54015,42,0.001034661,0.000344887,0.000689841,0.000517331,0.0007,22.7,4,3866
54015,43,0.001034661,0.000344887,0.000862285,0.0,0.0008,12.0,4,3866
54015,44,0.001034661,0.0,0.001034728,0.0,0.0007,9.7,4,3866
54015,45,0.001034661,0.0,0.000948439,0.000344887,0.0006,5.1,4,3866
54015,46,0.0,0.0,0.000689774,0.000344887,0.0001,2.9,0,3866
54015,47,0.0,0.0,0.000689774,0.000344887,0.0001,2.9,0,3866
54015,48,0.0,0.0,0.000517331,0.0,0.0001,5.3,0,3866
54015,49,0.0,0.0,0.000344887,0.0,0.0001,7.4,0,3866
54015,50,0.0,0.0,0.000172444,0.0,0.0,7.8,0,3866
54015,51,0.0,0.0,0.0,0.0,0.0,9.3,0,3866
54015,52,0.0,0.0,0.0,0.0,0.0,11.6,0,3866
54015,53,0.0,0.0,0.0,0.0,0.0,11.2,0,3866
54015,54,0.0,0.0,0.0,0.0,0.0,11.2,0,3866
54015,55,0.0,0.0,0.0,0.0,0.0,7.9,0,3866
54015,56,0.0,0.000344887,0.0,0.0,0.0001,21.2,0,3866
54015,57,0.001034661,0.000344887,0.000172444,0.0,0.0006,35.4,4,3866
54015,58,0.001034661,0.000344887,0.000344887,0.000344887,0.0006,30.9,4,3866
54015,59,0.0,0.0,0.000344887,0.000344887,0.0001,28.5,0,3866
54015,60,0.0,0.0,0.000344887,0.000344887,0.0001,24.4,0,3866
54015,61,0.0,0.0,0.000344887,0.0,0.0001,37.1,0,3866
54015,62,0.0,0.0,0.000344887,0.0,0.0001,29.5,0,3866
54015,63,0.0,0.013450595,0.000172444,0.0,0.0048,38.3,0,3866
54015,64,0.040351785,0.014743921,0.006725297,0.0,0.023,33.1,156,3866
54015,65,0.044231764,0.014743921,0.014097258,0.0,0.0264,29.9,171,3866
54015,66,0.044231764,0.001293326,0.021469219,0.001379548,0.0234,28.4,171,3866
54015,67,0.04009312,0.0,0.028151405,0.014743921,0.0216,20.2,155,3866
54015,68,0.0,0.0,0.028151405,0.014743921,0.0056,23.0,0,3866
54015,69,0.0,0.0,0.028151405,0.013364373,0.0057,20.6,0,3866
54015,70,0.0,0.0,0.021426108,0.0,0.0054,20.9,0,3866
54015,71,0.0,0.0,0.014054147,0.0,0.0035,25.9,0,3866
54041,0,0.0,0.0,0.0,0.0,0.0,11.6,0,10021
54041,1,0.0,0.0,0.0,0.0,0.0,13.4,0,10021
54041,2,0.0,0.0,0.0,0.0,0.0,13.8,0,10021
54041,3,0.0,0.0,0.0,0.0,0.0,14.1,0,10021
54041,4,0.0,0.0,0.0,0.0,0.0,13.2,0,10021
54041,5,0.0,0.0,0.0,0.0,0.0,12.4,0,10021
54041,6,0.0,3.33e-05,0.0,0.0,0.0,14.2,0,10021
54041,7,9.98e-05,6.65e-05,1.66e-05,0.0,0.0001,13.2,1,10021
54041,8,0.000199581,6.65e-05,4.99e-05,6.65e-05,0.0001,17.8,2,10021
54041,9,0.0,3.33e-05,4.99e-05,6.65e-05,0.0,22.5,0,10021
54041,10,0.0,0.0,4.99e-05,6.65e-05,0.0,27.6,0,10021
54041,11,0.0,0.0,4.99e-05,0.0,0.0,27.6,0,10021
54041,12,0.0,0.0,4.99e-05,0.0,0.0,31.3,0,10021
54041,13,0.0,3.33e-05,3.33e-05,0.0,0.0,34.4,0,10021
54041,14,9.98e-05,3.33e-05,1.66e-05,0.0,0.0001,31.3,1,10021
54041,15,9.98e-05,3.33e-05,3.33e-05,0.0,0.0001,24.7,1,10021
54041,16,9.98e-05,0.0,4.99e-05,3.33e-05,0.0,22.9,1,10021
54041,17,0.0,0.0,4.99e-05,3.33e-05,0.0,19.9,0,10021
54041,18,0.0,0.0,4.99e-05,3.33e-05,0.0,35.1,0,10021
54041,19,0.0,0.0,4.99e-05,0.0,0.0,25.1,0,10021
54041,20,0.0,0.000465689,3.33e-05,0.0,0.0002,37.2,0,10021
54041,21,0.001397066,0.000565479,0.000249476,0.0,0.0008,39.6,14,10021
54041,22,0.001696437,0.000565479,0.000515584,0.0,0.001,22.3,17,10021
54041,23,0.001696437,9.98e-05,0.000798324,0.0,0.0009,31.8,17,10021
54041,24,0.001696437,0.0,0.001081063,3.33e-05,0.0009,28.2,17,10021
54041,25,0.001596647,0.0,0.001347171,3.33e-05,0.001,23.7,16,10021
54041,26,0.001596647,0.0,0.001613279,3.33e-05,0.001,19.1,16,10021
54041,27,0.001596647,0.0,0.001646542,0.000465689,0.001,20.1,16,10021
54041,28,0.000199581,0.0,0.001397066,0.000498952,0.0004,18.5,2,10021
54041,29,9.98e-05,0.0,0.001130958,0.000532216,0.0003,16.1,1,10021
54041,30,0.0,0.0,0.000848219,6.65e-05,0.0002,18.1,0,10021
54041,31,0.0,0.002594551,0.000582111,3.33e-05,0.0011,19.6,0,10021
54041,32,0.007783654,0.002594551,0.001613279,0.002594551,0.0042,19.7,78,10021
54041,33,0.0,0.002594551,0.001347171,0.002594551,0.001,17.9,0,10021
54041,34,0.0,0.0,0.001313907,0.002594551,0.0001,17.6,0,10021
54041,35,0.0,3.33e-05,0.001297276,0.0,0.0003,22.6,0,10021
54041,36,9.98e-05,3.33e-05,0.001313907,3.33e-05,0.0004,18.2,1,10021
54041,37,0.0,3.33e-05,0.001313907,3.33e-05,0.0003,21.7,0,10021
54041,38,0.0,0.0,1.66e-05,3.33e-05,0.0,21.1,0,10021
54041,39,0.0,0.0,1.66e-05,0.0,0.0,26.8,0,10021
54041,40,0.0,0.0,1.66e-05,0.0,0.0,20.2,0,10021
54041,41,0.0,0.0,1.66e-05,0.0,0.0,21.6,0,10021
54041,42,0.0,0.0,0.0,0.0,0.0,25.5,0,10021
54041,43,0.0,0.0,0.0,0.0,0.0,12.8,0,10021
54041,44,0.0,0.0,0.0,0.0,0.0,10.1,0,10021
54041,45,0.0,0.0,0.0,0.0,0.0,5.3,0,10021
54041,46,0.0,0.0,0.0,0.0,0.0,8.0,0,10021
54041,47,0.0,0.0,0.0,0.0,0.0,5.0,0,10021
54041,48,0.0,0.0,0.0,0.0,0.0,5.5,0,10022
54041,49,0.0,0.0,0.0,0.0,0.0,8.4,0,10022
54041,50,0.0,0.0,0.0,0.0,0.0,8.5,0,10022
54041,51,0.0,0.0,0.0,0.0,0.0,8.8,0,10022
54041,52,0.0,0.0,0.0,0.0,0.0,9.9,0,10022
54041,53,0.0,0.0,0.0,0.0,0.0,10.2,0,10022
54041,54,0.0,0.0,0.0,0.0,0.0,8.4,0,10022
54041,55,0.0,0.000133041,0.0,0.0,0.0,7.5,0,10022
54041,56,0.000399122,0.000133041,6.65e-05,0.0,0.0002,18.0,4,10022
54041,57,0.000399122,0.000133041,0.000133041,0.0,0.0002,25.7,4,10022
54041,58,0.000399122,0.0,0.000199561,0.0,0.0002,28.1,4,10022
54041,59,0.000399122,0.0,0.000266081,0.000133041,0.0002,28.5,4,10022
54041,60,0.0,0.003558837,0.000266081,0.000133041,0.0013,29.8,0,10022
54041,61,0.010676512,0.006751813,0.0020455,0.000133041,0.0071,38.8,107,10022
54041,62,0.020255438,0.00831504,0.005354886,0.0,0.0124,33.4,203,10022
54041,63,0.024945121,0.004756203,0.009445886,0.00828178,0.0132,29.7,250,10022
54041,64,9.98e-05,0.001563228,0.009395995,0.00828178,0.0021,51.2,1,10022
54041,65,9.98e-05,0.002926894,0.009346105,0.00828178,0.0026,43.6,1,10022
