role,feature_set,component,candidate,horizon,stage,fold,rounds,path,sha256
cv,base,N_t,hurdle,osi_target_t24h,magnitude,4.0,134,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold4.txt,54cc33c35ff7af8cd5a5204f7e26d9aced335b929469f161013e167960b4de98
final,base,N_t,hurdle,osi_target_t24h,classification,,138,versions/v1.9/models/final/lgbm_base_N_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_final.txt,1e537167beb4cc1bc4ad7cec3d98419a01fadba0494c60e188c4a08e26380dad
final,base,N_t,hurdle,osi_target_t24h,magnitude,,200,versions/v1.9/models/final/lgbm_base_N_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_final.txt,c95a22fa84d2bfd02c89e85dbd6ddd6cabcba6268b1f544cc7160cc7bf665789
cv,base,N_t,hurdle,osi_target_t48h,classification,0.0,80,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold0.txt,236de76b6aba31e77a9c8f1fda89ee68b3a9d0e6ead61a7f95a77d5cc9995344
cv,base,N_t,hurdle,osi_target_t48h,magnitude,0.0,632,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold0.txt,37d9da6f32454a228353e372ad66f800088175a48712a5e1481f92416774816d
cv,base,N_t,hurdle,osi_target_t48h,classification,1.0,94,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold1.txt,0502e40e38a7c21a16bba443b8b395b672eaf1108064f033a9b5351fd09d94b4
cv,base,N_t,hurdle,osi_target_t48h,magnitude,1.0,20,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold1.txt,aeb4433af3152c106d48bf13ad11659053b3e80213a8b3663360fed51d7dd9b9
cv,base,N_t,hurdle,osi_target_t48h,classification,2.0,115,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold2.txt,944f49a896a25301e309c50c45fc39a0f8f04f99d422d5c10306282e30dfda09
cv,base,N_t,hurdle,osi_target_t48h,magnitude,2.0,542,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold2.txt,ce1d7b1d4e5c675742c66f7e36caad95f94acb4568102b8277e4fcfafad5665b
cv,base,N_t,hurdle,osi_target_t48h,classification,3.0,122,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold3.txt,fa8b92791449e84ef2a70b91b64ff9a9911fa6a646e7a07605fba9dfc4d13374
cv,base,N_t,hurdle,osi_target_t48h,magnitude,3.0,8,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold3.txt,241c9183f2ec0ccb39a1f078adbcefec3601d79d24678f4d1ee59fc0b64eeaa9
cv,base,N_t,hurdle,osi_target_t48h,classification,4.0,115,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold4.txt,3773da7f72c284afd140d412a39abb859ce87fde7d6ea6484199a0e7d345eea8
cv,base,N_t,hurdle,osi_target_t48h,magnitude,4.0,180,versions/v1.9/models/cv/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold4.txt,124fc1b9db16558006153c0079d5af097122d4ef4f29a6ee3322b192f93d4fa4
final,base,N_t,hurdle,osi_target_t48h,classification,,105,versions/v1.9/models/final/lgbm_base_N_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_final.txt,c6cbdb4a1dffc7576ddf3bf93404fdeaeccaf216807e650538c9cfcbce11491e
final,base,N_t,hurdle,osi_target_t48h,magnitude,,276,versions/v1.9/models/final/lgbm_base_N_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_final.txt,ee63c319f0af419f050a23c4f7f3e86c48bab93cdc175a708aa152f1966159a6
cv,base,D_t,l2,osi_target_t01h,regression,0.0,280,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,58515da82a358c90231ec87d83428730f37e69f15583578174a432356c7f93f1
cv,base,D_t,l2,osi_target_t01h,regression,1.0,202,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,8782d1fbd3fe0bcee3541437343f2276262ef0cc13c08354d2360c201076c6d1
cv,base,D_t,l2,osi_target_t01h,regression,2.0,239,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,218dfaaba5eaa6b5a2fb6cc94c60be5c72cdb40b946640e431dea55c2415a488
cv,base,D_t,l2,osi_target_t01h,regression,3.0,651,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,28ed18143cdc80bcdde84ed00c4f8bc4a7be9f781b2e8c81eb21cd630adbee88
cv,base,D_t,l2,osi_target_t01h,regression,4.0,392,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,7ce4070cf731080d2e0c987d948357b20507bb58e492f6808a5177c577c76eb6
final,base,D_t,l2,osi_target_t01h,regression,,352,versions/v1.9/models/final/lgbm_base_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,35567945cac2adce11553c8d0a3cea5a38546171acdfd1eeddf942aed9f359a6
cv,base,D_t,l2,osi_target_t06h,regression,0.0,137,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,97f894a04691f436379dbb948b76e36d9afaf125eb27a0abc8406fbf7c6c6951
cv,base,D_t,l2,osi_target_t06h,regression,1.0,167,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,9dbcf39e241c0f6938d74273c906bb6b7df25d94c6549a46e0e6931757c9e55a
cv,base,D_t,l2,osi_target_t06h,regression,2.0,582,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,2f1afb2bbd19277ed1d28aa5f934a62db67c0048135790b1f63322906b99efc9
cv,base,D_t,l2,osi_target_t06h,regression,3.0,211,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,cb24b4f0d886184a19bd589cacf74874cdd09e0c026325c6a4a970edbfc6ed32
cv,base,D_t,l2,osi_target_t06h,regression,4.0,194,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,f70b4869df20c703b17369b81a45f13476871a90640764a15dde5fbc0545d9a8
final,base,D_t,l2,osi_target_t06h,regression,,258,versions/v1.9/models/final/lgbm_base_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,dec76742a8cdd7919fd1ee53bc5f81c5bdef349821169fe03e904d370dcdf4c1
cv,base,D_t,l2,osi_target_t24h,regression,0.0,142,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,c3f71a63738dba790c13fcb23f933585a41e78b317ae9abd60658e32bd2c00af
cv,base,D_t,l2,osi_target_t24h,regression,1.0,10,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,ab672bb34f5cf36469f4669b8cc2262d957c66482ff62a0962b2e61993fa2895
cv,base,D_t,l2,osi_target_t24h,regression,2.0,358,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,96b43810f23c2c4dc22bb38e608f826989e5c5131ddf1e9ec4de233d90d6c281
cv,base,D_t,l2,osi_target_t24h,regression,3.0,43,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,985d7c0acc965dbdf12ad19b83907875bc977996c3de44f5cc7a21c1f57a4780
cv,base,D_t,l2,osi_target_t24h,regression,4.0,443,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,879936ac41066d7b74cb4fadcf31453771742a12fd09ffaac7056da9655ad826
final,base,D_t,l2,osi_target_t24h,regression,,199,versions/v1.9/models/final/lgbm_base_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,042a78c327dfd6d4ff8bdbc19addd528f33298b8155626ef6c5667d1b66aeddd
cv,base,D_t,l2,osi_target_t48h,regression,0.0,229,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,15a006a8216cddad6ca304b36b1fa60a5511df645f166f92f24c6f11541262f3
cv,base,D_t,l2,osi_target_t48h,regression,1.0,15,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,bf853d8bfe1931ff329ac9d2c7d29fd7e504116d07c68c7e42eda34187c15709
cv,base,D_t,l2,osi_target_t48h,regression,2.0,787,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,51b5da2912bb1c6177b4e9234f2667bf8c0e0e6f20b0eab360a241dc2161b74f
cv,base,D_t,l2,osi_target_t48h,regression,3.0,33,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,7d8c7beefe4ef9ebef2effd9d5c37f1318d0bebf7124e45037f1662a28b177e7
cv,base,D_t,l2,osi_target_t48h,regression,4.0,180,versions/v1.9/models/cv/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,f1f6d6ea72354d7da869073a170e4092c39646371d8058a1d8f00c88cd05ff75
final,base,D_t,l2,osi_target_t48h,regression,,248,versions/v1.9/models/final/lgbm_base_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,bad247f44d762182415e973694b933008b88ffdc817072dc6b2ae03e020dab43
cv,base,D_t,weighted_l2,osi_target_t01h,regression,0.0,352,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,283cc613e2061ac38f9ecbf1a69dc675a5be29a1089dac9db25377d8d74353ba
cv,base,D_t,weighted_l2,osi_target_t01h,regression,1.0,442,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,5fa0d4aa96d7a2f6bf2a5b19f94a212b7dccc5cc1885c6d036501d356cead9ae
cv,base,D_t,weighted_l2,osi_target_t01h,regression,2.0,119,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,34cfd99a596cfa4e89e83ee7a5523c6070fa46e02219afa686913fda438474a8
cv,base,D_t,weighted_l2,osi_target_t01h,regression,3.0,245,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,9844a42ed253eba59042dde8d7cffd773d1a41fd112a4efa199d9ef41dd612ac
cv,base,D_t,weighted_l2,osi_target_t01h,regression,4.0,127,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,d619fce603545324eb5f428a18bbf36e8561451c5a874ab382b0eda3829c08e9
final,base,D_t,weighted_l2,osi_target_t01h,regression,,257,versions/v1.9/models/final/lgbm_base_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,331b19da20c031f0e2549163fe5d6ba4aa8080ce3c1482341d6526b44bb2310c
cv,base,D_t,weighted_l2,osi_target_t06h,regression,0.0,133,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,4793e6dd5077551e47e4af767e3ba96e1bf7050842c51785fb66d2e677222647
cv,base,D_t,weighted_l2,osi_target_t06h,regression,1.0,113,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,5ae33d17cdf7396d98da4be1f4227dfb262906e0eb792b5e9e7eb189a35c5439
cv,base,D_t,weighted_l2,osi_target_t06h,regression,2.0,215,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,c26783e3133cfe9878f8e43b1bdea2cfc4de158911306f6779fecb3071058ce6
cv,base,D_t,weighted_l2,osi_target_t06h,regression,3.0,180,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,6869c8720a6728c50f7714b89f3c397afa5fe73e6d609d1b3f00d5ad2ca47ff4
cv,base,D_t,weighted_l2,osi_target_t06h,regression,4.0,507,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,9e18be11274b13cb7e4de3721733f280fad8041f42445ab4c7339c0a23a7d39f
final,base,D_t,weighted_l2,osi_target_t06h,regression,,229,versions/v1.9/models/final/lgbm_base_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,3f014c702eb40654b5f91abea855af881cb69c94f2cf94e0aebfe4efc8db854e
cv,base,D_t,weighted_l2,osi_target_t24h,regression,0.0,660,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,bdc456738bcf6f91b2bb3bd475437081286ba7991401e77a33b551a55b779d58
cv,base,D_t,weighted_l2,osi_target_t24h,regression,1.0,12,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,8570bcfa36fd78289e78cc677f5d0aa0477702eb864e32cfa7932a90616accef
cv,base,D_t,weighted_l2,osi_target_t24h,regression,2.0,428,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,ad7c4cd271f3d03dfb00e2aca5fdcfe7a740b4f44a41808223aebab5c4e5e322
cv,base,D_t,weighted_l2,osi_target_t24h,regression,3.0,980,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,b91a274ee914278629555357e56c916524989094cc665143a1f2254b6f80ca48
cv,base,D_t,weighted_l2,osi_target_t24h,regression,4.0,325,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,2dd78d3ae4d80b032980ed10e7f975a559f19478ffdc578ac5ac64d44c3535b0
final,base,D_t,weighted_l2,osi_target_t24h,regression,,481,versions/v1.9/models/final/lgbm_base_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,0419295b006e528c61f3471137544e2cdbc4fe24579994b9d089f1205c684797
cv,base,D_t,weighted_l2,osi_target_t48h,regression,0.0,56,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,5f9a283f04c47464272a8f0145fb0a8f306af4a443ce6265a9fcacf031685420
cv,base,D_t,weighted_l2,osi_target_t48h,regression,1.0,49,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,e635390efb9e5ba07e78559416df2ae044a6200212492c7096127e062f36c393
cv,base,D_t,weighted_l2,osi_target_t48h,regression,2.0,166,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,8f235eeecd4f535ac90d75e28df8311c84123202a7c197d8389fdc6f47ef990b
cv,base,D_t,weighted_l2,osi_target_t48h,regression,3.0,26,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,a6094a4a1fd7402ae03fcfffa256ae082a3bb91caba792c4ab1993bf91633480
cv,base,D_t,weighted_l2,osi_target_t48h,regression,4.0,232,versions/v1.9/models/cv/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,cfa1c2bb9d2deb8b65c72b69081df81ba5b521a55aa351658f5ca15a4d2a05ea
final,base,D_t,weighted_l2,osi_target_t48h,regression,,105,versions/v1.9/models/final/lgbm_base_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,7312d9d8de53fa79b1f5d629ebdaae1ce2acdee76aef9cc8ba03ab82160a6939
cv,base,R_t,tweedie,osi_target_t01h,regression,0.0,305,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,311bf173e1aecdde9cf91e71cb4bdc99bc1135353d1c0ff3974ea56568b635b1
cv,base,R_t,tweedie,osi_target_t01h,regression,1.0,123,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,32acc9618b84e6cffe2773d996fb04a28e94b2bcf4ee537568706dba09221952
cv,base,R_t,tweedie,osi_target_t01h,regression,2.0,200,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,f262d6c41696f68b7ec202efe68e0fc96d9695e4ba72391de1f38b7202746640
cv,base,R_t,tweedie,osi_target_t01h,regression,3.0,104,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,244ae74038086f2c8671f209d661c060765de2cc18309a92a68ffd0a9e82b6eb
cv,base,R_t,tweedie,osi_target_t01h,regression,4.0,108,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,08a80d07e71c6012965740135c9dae1dc8b769495b66cffd6173766f045762d0
final,base,R_t,tweedie,osi_target_t01h,regression,,168,versions/v1.9/models/final/lgbm_base_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_final.txt,52c9f9f253bafa93e1fc9abf56a36512efdc0806ad3cfdd405b26ced74eda0bf
cv,base,R_t,tweedie,osi_target_t06h,regression,0.0,202,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,29f333e59e3df861ac49a75a86fcfbadf61efa52f577d7640cc4540b43a9bee9
cv,base,R_t,tweedie,osi_target_t06h,regression,1.0,151,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,eb87061f594e36dbc5a9ee3fa4ecf4f88fdb88ec9e1c790023f6b73c32acedb8
cv,base,R_t,tweedie,osi_target_t06h,regression,2.0,93,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,2652b81244070d9d41c3aea6c79867c9833c2a2bd8b686a5c78b133aea0a5c83
cv,base,R_t,tweedie,osi_target_t06h,regression,3.0,96,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,e82cb7c9a396e49812e38a07ea35a46784bd8d0ec792dc148a106f6e4685740f
cv,base,R_t,tweedie,osi_target_t06h,regression,4.0,121,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,d485f600b857107efc26507721342df2b1a1b460e945a13caf8713b980279a41
final,base,R_t,tweedie,osi_target_t06h,regression,,132,versions/v1.9/models/final/lgbm_base_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_final.txt,1633a2211b6c3e01c3ea1babf17e1ffad1814abc35e32fe8f6f3e1ea8a61777d
cv,base,R_t,tweedie,osi_target_t24h,regression,0.0,156,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,d0ae2afed05e6412e7da260320c333b1ebda844ec9475fcf3fbb0148c1158553
cv,base,R_t,tweedie,osi_target_t24h,regression,1.0,80,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,ee026c17a1a59784857590cd5ef6ca72a6c62cd662bb36f99f6a153ca37b0da8
cv,base,R_t,tweedie,osi_target_t24h,regression,2.0,169,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,9e2dc2a49161c79a2fabfc51247e5055e8eec95ff24db9e962407aab62505076
cv,base,R_t,tweedie,osi_target_t24h,regression,3.0,91,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,de2a28e68d279084d9c0002a410f64a1374727605b8fd1dd7a40d0b84922dd56
cv,base,R_t,tweedie,osi_target_t24h,regression,4.0,94,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,cca28e4b0b4b17690efecdfaddcd37ca90097b6a35c1395877de2985932421c8
final,base,R_t,tweedie,osi_target_t24h,regression,,118,versions/v1.9/models/final/lgbm_base_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_final.txt,b1d84d8fb7ffcca1c2e181a39e83342dd69f214dcb45269a0285f19110846167
cv,base,R_t,tweedie,osi_target_t48h,regression,0.0,115,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,efa0124afd35cd1f1f14b0dd7c93c9f78ba398dd8c9a5dc2cf7d883a10d8561b
cv,base,R_t,tweedie,osi_target_t48h,regression,1.0,72,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,b2b6cbc15ea182dc371ef243cf7b7d0c36f727361f4577be3f0f9bc305d04164
cv,base,R_t,tweedie,osi_target_t48h,regression,2.0,97,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,ad407ca4cb89c71f5f5c658120ce6f695f66393fffa46b191187816c330d13e1
cv,base,R_t,tweedie,osi_target_t48h,regression,3.0,27,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,eca9c41dc6d22a1e2160e5e6b4ee13c4ce984081f2b8c884f2d62c548aebc1be
cv,base,R_t,tweedie,osi_target_t48h,regression,4.0,148,versions/v1.9/models/cv/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,22083a35d1705a09f5722123194b6005726e7d260f0ef04eef92f13bdda07921
final,base,R_t,tweedie,osi_target_t48h,regression,,91,versions/v1.9/models/final/lgbm_base_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_final.txt,58ef76d423114d088280db0235a583b5d125a40042874f16613200832034bd35
cv,base,R_t,hurdle,osi_target_t01h,classification,0.0,182,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold0.txt,13af3000f41f21f42f3b4b837773139298b7c7c74a6cd4e8860a1eb4da53fbc3
cv,base,R_t,hurdle,osi_target_t01h,magnitude,0.0,230,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold0.txt,32c60801c4dbeef1fd24b448bad80b10bd9260a57f59d563a1b4a3cfa23fd3d6
cv,base,R_t,hurdle,osi_target_t01h,classification,1.0,165,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold1.txt,4a65658c37bc7f6b0d866d613cfe60a25b074e2c0b89eb28b5bda179324ff0e3
cv,base,R_t,hurdle,osi_target_t01h,magnitude,1.0,99,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold1.txt,4e754319e95720f960a5c32d508032bd2ec3f1907e4f119d2a62f8557b0bf18d
cv,base,R_t,hurdle,osi_target_t01h,classification,2.0,200,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold2.txt,2bb21629bdaf01537bfef177f6a90b897c60a026af90edd5c6c13179aa6a92c4
cv,base,R_t,hurdle,osi_target_t01h,magnitude,2.0,109,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold2.txt,32c22aca002ede0a7f39ed8f041af6a777a1b6b7f785920da1fadef8959fa390
cv,base,R_t,hurdle,osi_target_t01h,classification,3.0,130,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold3.txt,3e4320b9e20bb18f8efaa42f9d4300e190dff8e0dfb912b83cf37ff5e297d949
cv,base,R_t,hurdle,osi_target_t01h,magnitude,3.0,168,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold3.txt,48b37a3769f8ffe27aa07d67b609557f5c7083f8ae02eab0e3cea39e96499b94
cv,base,R_t,hurdle,osi_target_t01h,classification,4.0,261,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold4.txt,0008d25122b9d1409188581f87c832edb8e07ba6842e662ae3967ab1923d5f0b
cv,base,R_t,hurdle,osi_target_t01h,magnitude,4.0,114,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold4.txt,87d5ea8d9b77a7de2b5f20ac30fc38c192a15a62c115106256ba53a1561368fa
final,base,R_t,hurdle,osi_target_t01h,classification,,187,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_final.txt,e1090a6b5fc7d265109c12739229a0b3833fe94e505d3d7ff3ae9fbef0b0c3fd
final,base,R_t,hurdle,osi_target_t01h,magnitude,,144,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_final.txt,8da4c95e8343b6d79d8f37137b1f71306114d91e956de05b770bf8162c88003e
cv,base,R_t,hurdle,osi_target_t06h,classification,0.0,154,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold0.txt,a9ae43bd8f31679c5543d1e253c33f27bcc85bb260924856b164d954bcd75946
cv,base,R_t,hurdle,osi_target_t06h,magnitude,0.0,136,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold0.txt,1e11f8a7bb45f854a0a64caaac7f3d27d2db7b995d5d7f9bec573ec02d34b898
cv,base,R_t,hurdle,osi_target_t06h,classification,1.0,150,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold1.txt,3bfc82ce051d9b92b654da7f09056f7eb279db76ff9a317a50a13050db9b3fb1
cv,base,R_t,hurdle,osi_target_t06h,magnitude,1.0,115,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold1.txt,3520ceb7e483fb8218db46e48953619df21cdac36c91a75d1fc68f7cc2cf5d0c
cv,base,R_t,hurdle,osi_target_t06h,classification,2.0,233,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold2.txt,c7d93657db3d82a0c9b23ee803d4351f10c61041de1f94a828674596bd8a1ba9
cv,base,R_t,hurdle,osi_target_t06h,magnitude,2.0,97,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold2.txt,c4d48bc3f5f50ee6118ccc22c91dd15f893fe0785fa961afffa180981df16ec8
